,Id_joueur,Strategy,Depth,Max_Score,History
11,2,Dumb,1,32.0,"[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 12.0, 12.0, 14.0, 14.0, 14.0, 20.0, 20.0, 20.0, 24.0, 24.0, 18.0, 18.0, 18.0, 26.0, 22.0, 20.0, 24.0, 32.0]"
12,1,Exploration,3,-39.0,"[0, 3.0, 3.0, 3.0, 3.0, -1.0, -1.0, -1.0, -1.0, 1.0, 3.0, 1.0, -5.0, -13.0, -11.0, -13.0, -19.0, -25.0, -23.0, -23.0, -23.0, -23.0, -25.0, -27.0, -27.0, -29.0, -25.0, -25.0, -43.0, -45.0, -39.0]"
13,2,Dumb,1,42.0,"[0, -0.0, -0.0, -0.0, 4.0, 8.0, 4.0, 4.0, 4.0, 2.0, 2.0, 8.0, 16.0, 18.0, 16.0, 22.0, 28.0, 28.0, 26.0, 26.0, 26.0, 28.0, 30.0, 30.0, 34.0, 32.0, 32.0, 46.0, 48.0, 48.0, 42.0]"
14,1,Exploration,3,-23.0,"[0, 3.0, 5.0, 3.0, 3.0, 1.0, -1.0, -1.0, -3.0, -9.0, -9.0, -9.0, -11.0, -13.0, -15.0, -17.0, -19.0, -19.0, -23.0, -23.0, -25.0, -29.0, -31.0, -27.0, -25.0, -23.0, -19.0, -23.0, -23.0, -19.0, -23.0]"
15,2,Dumb,1,26.0,"[0, -0.0, -0.0, -0.0, 2.0, 4.0, 4.0, 6.0, 12.0, 12.0, 12.0, 14.0, 16.0, 18.0, 20.0, 22.0, 22.0, 26.0, 26.0, 28.0, 32.0, 38.0, 34.0, 30.0, 28.0, 28.0, 26.0, 26.0, 26.0, 26.0, 26.0]"
16,1,Exploration,3,-19.0,"[0, 3.0, 3.0, 3.0, 3.0, 3.0, -1.0, -3.0, -3.0, -3.0, -3.0, -3.0, -5.0, -7.0, -9.0, -11.0, -13.0, -19.0, -21.0, -21.0, -17.0, -17.0, -21.0, -17.0, -19.0, -19.0, -21.0, -17.0, -19.0, -15.0, -19.0]"
17,2,Dumb,1,26.0,"[0, -0.0, -0.0, -0.0, -0.0, 4.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 22.0, 24.0, 24.0, 24.0, 20.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 22.0, 22.0, 26.0]"
18,1,Exploration,3,-17.0,"[0, 3.0, 5.0, 5.0, 5.0, 1.0, -1.0, -1.0, 1.0, -5.0, -5.0, -5.0, -7.0, -11.0, -13.0, -13.0, -17.0, -17.0, -15.0, -13.0, -13.0, -13.0, -13.0, -11.0, -13.0, -13.0, -9.0, -13.0, -21.0, -19.0, -17.0]"
19,2,Dumb,1,32.0,"[0, -0.0, -2.0, -2.0, 2.0, 4.0, 6.0, 4.0, 8.0, 10.0, 8.0, 10.0, 14.0, 16.0, 16.0, 20.0, 20.0, 20.0, 18.0, 16.0, 22.0, 16.0, 18.0, 18.0, 16.0, 18.0, 16.0, 24.0, 24.0, 22.0, 32.0]"
20,1,Exploration,3,-33.0,"[0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, -1.0, -5.0, -5.0, -5.0, -5.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -7.0, -13.0, -19.0, -19.0, -19.0, -19.0, -23.0, -25.0, -25.0, -37.0, -37.0, -33.0]"
21,2,Dumb,1,38.0,"[0, -0.0, -0.0, -0.0, -0.0, -0.0, 4.0, 8.0, 8.0, 8.0, 8.0, 12.0, 12.0, 12.0, 12.0, 14.0, 14.0, 14.0, 12.0, 16.0, 22.0, 22.0, 22.0, 22.0, 26.0, 28.0, 28.0, 46.0, 40.0, 40.0, 38.0]"
22,1,Exploration,3,-19.0,"[0, 3.0, 3.0, 3.0, 3.0, 1.0, 1.0, -3.0, -5.0, -5.0, -7.0, -9.0, -11.0, -11.0, -9.0, -11.0, -9.0, -7.0, -11.0, -11.0, -19.0, -21.0, -21.0, -19.0, -19.0, -23.0, -21.0, -17.0, -17.0, -19.0]"
23,2,Dumb,1,22.0,"[0, -0.0, -0.0, -0.0, 2.0, 2.0, 6.0, 8.0, 8.0, 10.0, 12.0, 14.0, 14.0, 14.0, 14.0, 14.0, 12.0, 14.0, 14.0, 22.0, 24.0, 24.0, 24.0, 22.0, 26.0, 26.0, 26.0, 20.0, 24.0, 22.0]"
24,1,Exploration,3,1.0,"[0, 3.0, 3.0, 3.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 1.0, -3.0, -9.0, -9.0, -11.0, -11.0, -11.0, -11.0, -9.0, -11.0, -9.0, -7.0, -5.0, -3.0, 1.0, 3.0, -3.0, 1.0, -3.0, -3.0, 1.0]"
25,2,Dumb,1,2.0,"[0, -0.0, -0.0, -0.0, -2.0, -0.0, -0.0, -2.0, -0.0, 2.0, 6.0, 12.0, 12.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 12.0, 10.0, 8.0, 6.0, 2.0, 6.0, 8.0, 12.0, 10.0, 14.0, 2.0]"
26,1,Exploration,3,-37.0,"[0, 3.0, 3.0, 3.0, 3.0, 1.0, -1.0, -3.0, -3.0, -7.0, -9.0, -9.0, -13.0, -13.0, -15.0, -21.0, -25.0, -25.0, -27.0, -27.0, -27.0, -21.0, -25.0, -21.0, -23.0, -19.0, -27.0, -27.0, -35.0, -37.0]"
27,2,Dumb,1,40.0,"[0, -0.0, -0.0, -0.0, 2.0, 4.0, 6.0, 6.0, 10.0, 12.0, 12.0, 16.0, 16.0, 18.0, 24.0, 32.0, 28.0, 30.0, 30.0, 30.0, 30.0, 28.0, 28.0, 26.0, 28.0, 32.0, 36.0, 38.0, 40.0]"
28,1,Exploration,3,-1.0,"[0, 3.0, 3.0, 3.0, 3.0, 3.0, -1.0, -1.0, -1.0, -7.0, -7.0, -9.0, -11.0, -9.0, -13.0, -13.0, -17.0, -23.0, -25.0, -25.0, -27.0, -27.0, -27.0, -25.0, -25.0, -25.0, -25.0, -29.0, -21.0, -11.0, -1.0]"
29,2,Dumb,1,14.0,"[0, -0.0, -0.0, 2.0, -0.0, 4.0, 4.0, 4.0, 10.0, 10.0, 12.0, 14.0, 14.0, 16.0, 16.0, 20.0, 26.0, 28.0, 30.0, 30.0, 30.0, 32.0, 30.0, 28.0, 28.0, 32.0, 36.0, 34.0, 28.0, 14.0]"
30,1,Exploration,3,-21.0,"[0, 3.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 1.0, -1.0, -1.0, -7.0, -7.0, -7.0, -7.0, -9.0, -11.0, -17.0, -17.0, -27.0, -29.0, -29.0, -23.0, -23.0, -27.0, -27.0, -21.0, -23.0, -21.0]"
31,2,Dumb,1,26.0,"[0, -0.0, -0.0, -0.0, -2.0, -2.0, -2.0, -0.0, 2.0, 4.0, 4.0, 10.0, 10.0, 10.0, 10.0, 12.0, 14.0, 20.0, 20.0, 30.0, 32.0, 34.0, 32.0, 28.0, 30.0, 34.0, 30.0, 30.0, 26.0]"
32,1,Exploration,3,3.0,"[0, 3.0, 3.0, 3.0, 1.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -1.0, -5.0, -9.0, -11.0, -9.0, -5.0, -13.0, -13.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -17.0, -19.0, -11.0, -7.0, 7.0, 3.0]"
33,2,Dumb,1,6.0,"[0, -0.0, -0.0, 2.0, 6.0, 6.0, 6.0, 6.0, 8.0, 6.0, 6.0, 8.0, 12.0, 14.0, 14.0, 12.0, 16.0, 16.0, 20.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 26.0, 24.0, 14.0, 12.0, -0.0, 6.0]"
34,1,Exploration,3,-23.0,"[0, 3.0, 3.0, 3.0, 3.0, 3.0, -1.0, -1.0, -1.0, -1.0, -5.0, -5.0, -7.0, -9.0, -9.0, -11.0, -11.0, -11.0, -9.0, -19.0, -21.0, -21.0, -21.0, -25.0, -27.0, -29.0, -23.0, -23.0, -23.0, -23.0]"
35,2,Dumb,1,30.0,"[0, -0.0, -0.0, -0.0, -0.0, 4.0, 4.0, 4.0, 4.0, 8.0, 8.0, 10.0, 12.0, 12.0, 14.0, 14.0, 14.0, 14.0, 22.0, 24.0, 24.0, 24.0, 28.0, 30.0, 32.0, 32.0, 26.0, 26.0, 30.0]"
36,1,Exploration,3,-25.0,"[0, 3.0, 3.0, 3.0, 3.0, 5.0, -1.0, -3.0, -3.0, -3.0, -7.0, -5.0, -5.0, -7.0, -7.0, -7.0, -3.0, -9.0, -11.0, -11.0, -9.0, -13.0, -15.0, -15.0, -19.0, -19.0, -21.0, -23.0, -31.0, -25.0, -25.0]"
37,2,Dumb,1,32.0,"[0, -0.0, -0.0, -0.0, 2.0, 4.0, 6.0, 6.0, 6.0, 10.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 12.0, 14.0, 14.0, 14.0, 16.0, 18.0, 18.0, 22.0, 22.0, 24.0, 28.0, 36.0, 36.0, 32.0, 32.0]"
38,1,Exploration,3,-21.0,"[0, 3.0, 3.0, 3.0, 3.0, 7.0, -1.0, 1.0, 1.0, 1.0, -3.0, -5.0, -5.0, -5.0, -5.0, -3.0, -5.0, -9.0, -11.0, -11.0, -11.0, -13.0, -15.0, -13.0, -11.0, -19.0, -19.0, -19.0, -19.0, -23.0, -21.0]"
39,2,Dumb,1,26.0,"[0, -0.0, -0.0, -0.0, -0.0, 4.0, 4.0, 2.0, 2.0, 6.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 12.0, 14.0, 14.0, 16.0, 16.0, 18.0, 18.0, 18.0, 24.0, 22.0, 24.0, 22.0, 32.0, 36.0, 26.0]"
