,Id_joueur,Strategy,Max_Score,History
29,2,Dumb,29,"[3, 4, 5, 6, 7, 7, 6, 6, 8, 8, 9, 12, 13, 14, 13, 16, 15, 14, 12, 13, 14, 16, 15, 22, 22, 27, 27, 26, 29]"
30,1,Dumb,33,"[4, 5, 6, 8, 8, 9, 10, 10, 14, 16, 16, 18, 16, 17, 18, 17, 20, 22, 24, 23, 23, 26, 27, 28, 33, 31, 27, 29, 32, 33]"
31,2,Dumb,36,"[3, 4, 5, 6, 8, 8, 10, 11, 9, 10, 13, 14, 15, 16, 20, 20, 19, 19, 22, 23, 24, 25, 26, 25, 26, 33, 33, 32, 33, 36]"
32,1,Dumb,17,"[4, 5, 7, 7, 8, 7, 7, 8, 8, 8, 7, 8, 13, 14, 14, 15, 14, 15, 19, 16, 20, 26, 26, 23, 25, 19, 20, 18, 18, 17]"
33,2,Dumb,50,"[3, 4, 5, 6, 9, 11, 12, 14, 16, 19, 20, 21, 19, 20, 24, 24, 26, 26, 29, 29, 28, 26, 32, 30, 37, 39, 42, 44, 47, 50]"
34,1,Dumb,41,"[4, 5, 6, 7, 8, 9, 11, 12, 12, 13, 13, 15, 15, 16, 16, 16, 22, 23, 28, 29, 29, 31, 35, 37, 39, 39, 39, 32, 36, 41]"
35,2,Dumb,26,"[3, 4, 5, 6, 7, 8, 8, 10, 11, 13, 14, 15, 18, 19, 20, 22, 17, 18, 15, 17, 20, 19, 17, 16, 20, 19, 28, 31, 29, 26]"
36,1,Dumb,31,"[4, 5, 6, 6, 7, 10, 10, 10, 9, 9, 11, 16, 16, 16, 19, 21, 23, 24, 29, 28, 30, 29, 30, 33, 34, 32, 32, 32, 31]"
37,2,Dumb,36,"[3, 4, 6, 8, 8, 9, 10, 13, 15, 16, 16, 14, 17, 19, 16, 17, 16, 17, 17, 18, 19, 21, 21, 21, 24, 28, 28, 33, 36]"
38,1,Dumb,34,"[4, 5, 7, 10, 10, 11, 12, 14, 16, 19, 21, 24, 26, 26, 26, 26, 29, 28, 28, 25, 29, 28, 31, 30, 28, 35, 28, 38, 38, 34]"
39,2,Dumb,31,"[3, 4, 4, 4, 5, 6, 7, 7, 8, 8, 7, 5, 8, 8, 10, 12, 13, 15, 19, 20, 22, 21, 23, 27, 27, 30, 31, 24, 31, 31]"
40,1,Dumb,38,"[4, 5, 5, 6, 7, 8, 11, 11, 15, 15, 16, 17, 18, 18, 16, 15, 17, 20, 21, 21, 19, 21, 22, 23, 23, 26, 27, 37, 38]"
41,2,Dumb,34,"[3, 5, 6, 7, 8, 10, 9, 10, 10, 10, 11, 12, 14, 18, 21, 22, 24, 22, 24, 27, 28, 31, 29, 31, 34, 31, 32, 24, 34]"
42,1,Dumb,36,"[4, 5, 6, 8, 8, 8, 9, 11, 11, 11, 9, 11, 12, 15, 15, 15, 17, 19, 23, 25, 27, 24, 24, 28, 29, 33, 32, 34, 36, 36]"
43,2,Dumb,29,"[3, 5, 5, 6, 8, 9, 10, 11, 14, 17, 18, 18, 19, 19, 21, 23, 24, 24, 23, 22, 24, 26, 27, 26, 27, 27, 28, 27, 29]"
44,1,Dumb,34,"[4, 5, 6, 7, 8, 10, 11, 12, 13, 12, 13, 14, 14, 16, 16, 14, 14, 14, 17, 19, 19, 23, 24, 22, 22, 23, 23, 26, 32, 34]"
45,2,Dumb,32,"[3, 4, 5, 6, 7, 7, 11, 9, 13, 13, 14, 17, 17, 18, 23, 24, 26, 27, 26, 29, 28, 27, 32, 33, 33, 35, 36, 35, 32]"
46,1,Dumb,32,"[4, 5, 6, 7, 8, 9, 10, 11, 11, 12, 11, 12, 15, 16, 17, 20, 24, 21, 22, 30, 32, 29, 30, 33, 35, 36, 34, 35, 36, 32]"
47,2,Dumb,32,"[3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 16, 17, 16, 18, 18, 17, 19, 20, 21, 18, 20, 23, 26, 21, 22, 24, 27, 26, 32]"
48,1,Dumb,46,"[4, 6, 6, 9, 10, 11, 14, 14, 15, 15, 15, 15, 15, 13, 13, 17, 18, 19, 20, 19, 26, 26, 28, 28, 33, 35, 42, 42, 43, 46]"
49,2,Dumb,19,"[3, 4, 5, 4, 5, 6, 6, 7, 9, 11, 13, 15, 19, 21, 22, 20, 23, 22, 25, 27, 23, 23, 24, 25, 23, 22, 18, 20, 23, 19]"
50,1,Dumb,27,"[4, 5, 7, 9, 10, 10, 10, 13, 13, 15, 16, 16, 18, 18, 20, 22, 22, 18, 19, 21, 22, 23, 22, 21, 22, 22, 23, 26, 24, 27]"
51,2,Dumb,38,"[3, 4, 4, 5, 6, 8, 9, 9, 10, 10, 15, 13, 14, 15, 15, 16, 22, 24, 24, 24, 25, 28, 31, 36, 34, 36, 36, 39, 40, 38]"
52,1,Dumb,24,"[4, 5, 6, 6, 8, 11, 10, 12, 13, 12, 12, 13, 14, 16, 19, 20, 19, 13, 14, 16, 17, 19, 19, 20, 19, 16, 19, 22, 23, 24]"
53,2,Dumb,40,"[3, 4, 6, 7, 7, 8, 9, 9, 12, 14, 15, 16, 17, 17, 18, 19, 28, 31, 29, 29, 30, 31, 33, 36, 41, 42, 42, 39, 40]"
54,1,Dumb,27,"[4, 6, 7, 8, 9, 10, 10, 9, 10, 8, 10, 10, 11, 13, 16, 17, 14, 12, 16, 15, 16, 17, 16, 17, 20, 25, 26, 24, 24, 27]"
55,2,Dumb,40,"[3, 3, 4, 5, 6, 8, 11, 12, 16, 17, 18, 20, 20, 20, 20, 24, 28, 29, 30, 30, 32, 34, 35, 38, 35, 34, 38, 38, 40]"
56,1,Dumb,35,"[4, 6, 7, 8, 9, 10, 12, 11, 14, 16, 16, 15, 16, 15, 15, 15, 15, 14, 15, 18, 18, 18, 16, 16, 19, 26, 26, 32, 36, 35]"
57,2,Dumb,34,"[3, 3, 5, 6, 6, 7, 9, 11, 9, 12, 13, 14, 17, 19, 21, 23, 26, 27, 29, 30, 30, 34, 36, 38, 36, 34, 33, 31, 32, 34]"
58,1,Dumb,23,"[4, 5, 6, 6, 5, 7, 5, 6, 7, 9, 10, 12, 12, 11, 12, 13, 15, 17, 21, 21, 22, 24, 23, 24, 22, 19, 23]"
59,2,Dumb,42,"[3, 4, 6, 9, 10, 13, 14, 15, 16, 16, 17, 18, 21, 23, 24, 24, 27, 24, 23, 24, 27, 27, 28, 33, 38, 39, 42]"
60,1,Dumb,27,"[4, 5, 6, 7, 9, 10, 11, 11, 15, 14, 16, 21, 22, 23, 24, 26, 23, 24, 24, 23, 21, 19, 24, 26, 23, 21, 24, 25, 27, 27]"
61,2,Dumb,38,"[3, 4, 5, 6, 6, 7, 9, 10, 10, 11, 11, 9, 10, 11, 12, 15, 17, 18, 21, 25, 29, 31, 27, 31, 36, 41, 36, 37, 38]"
62,1,Dumb,45,"[4, 5, 6, 7, 9, 10, 10, 11, 12, 13, 13, 14, 18, 19, 20, 18, 23, 23, 30, 30, 32, 30, 34, 31, 31, 37, 40, 43, 45, 45]"
63,2,Dumb,24,"[3, 4, 5, 6, 6, 8, 10, 10, 11, 13, 14, 15, 13, 15, 18, 21, 19, 18, 15, 15, 21, 19, 21, 23, 24, 20, 19, 18, 21, 24]"
64,1,Dumb,31,"[4, 5, 6, 6, 6, 7, 8, 7, 8, 10, 15, 16, 17, 17, 20, 22, 21, 21, 19, 19, 23, 25, 27, 30, 31, 33, 27, 29, 30, 31]"
65,2,Dumb,34,"[3, 4, 6, 8, 9, 10, 13, 14, 16, 15, 12, 13, 15, 16, 16, 17, 20, 25, 27, 26, 24, 24, 25, 25, 26, 33, 37, 33, 34, 34]"
66,1,Dumb,34,"[4, 5, 6, 7, 5, 7, 6, 7, 10, 10, 14, 13, 14, 13, 15, 17, 19, 24, 24, 25, 23, 28, 28, 27, 33, 35, 37, 35, 35, 34]"
67,2,Dumb,32,"[3, 4, 5, 9, 10, 12, 14, 14, 16, 15, 15, 16, 19, 21, 20, 22, 21, 18, 19, 23, 24, 22, 26, 26, 23, 23, 25, 31, 31, 32]"
68,1,Dumb,29,"[4, 5, 6, 7, 8, 10, 11, 14, 13, 13, 16, 17, 18, 20, 18, 17, 21, 23, 25, 26, 26, 28, 32, 26, 26, 28, 29]"
69,2,Dumb,35,"[3, 4, 5, 6, 7, 7, 8, 9, 11, 12, 11, 12, 13, 16, 19, 20, 19, 19, 18, 21, 21, 22, 29, 28, 31, 31, 35]"
70,1,Dumb,30,"[4, 5, 7, 8, 9, 9, 9, 10, 11, 12, 16, 16, 17, 17, 18, 18, 19, 18, 19, 26, 30, 32, 34, 32, 33, 31, 31, 29, 27, 30]"
71,2,Dumb,36,"[3, 4, 4, 5, 8, 9, 11, 12, 12, 13, 13, 13, 16, 16, 18, 20, 22, 24, 24, 20, 18, 17, 21, 22, 25, 27, 33, 35, 36]"
72,1,Dumb,37,"[4, 5, 8, 9, 11, 12, 14, 15, 15, 16, 16, 17, 18, 18, 22, 21, 25, 23, 20, 24, 26, 30, 33, 32, 35, 35, 39, 39, 36, 37]"
73,2,Dumb,29,"[3, 4, 3, 4, 5, 5, 5, 7, 10, 10, 11, 15, 14, 16, 15, 16, 21, 22, 26, 23, 22, 21, 20, 23, 21, 22, 21, 26, 28, 29]"
74,1,Dumb,40,"[4, 5, 6, 7, 8, 9, 9, 13, 14, 14, 14, 15, 13, 13, 14, 20, 22, 25, 28, 29, 31, 29, 30, 29, 31, 32, 38, 40]"
75,2,Dumb,21,"[3, 4, 5, 7, 8, 9, 10, 8, 10, 12, 13, 17, 19, 21, 22, 18, 17, 16, 15, 16, 20, 23, 24, 25, 25, 27, 21, 21]"
76,1,Dumb,29,"[4, 5, 6, 6, 7, 10, 11, 12, 13, 13, 14, 13, 14, 18, 21, 23, 24, 23, 27, 28, 30, 31, 28, 30, 29, 29, 31, 34, 29, 29]"
77,2,Dumb,38,"[3, 5, 6, 7, 8, 7, 8, 9, 12, 12, 15, 16, 18, 16, 15, 14, 17, 19, 18, 17, 17, 23, 23, 25, 27, 29, 28, 33, 37, 38]"
78,1,Dumb,34,"[4, 5, 6, 7, 8, 10, 11, 11, 12, 14, 15, 17, 15, 16, 19, 20, 20, 23, 24, 22, 28, 24, 24, 29, 30, 28, 31, 31, 30, 34]"
79,2,Dumb,33,"[3, 4, 5, 7, 7, 8, 10, 10, 11, 11, 13, 15, 16, 17, 16, 22, 20, 18, 23, 23, 24, 28, 27, 26, 29, 29, 31, 33, 34, 33]"
80,1,Dumb,30,"[4, 5, 8, 10, 10, 11, 12, 14, 16, 17, 18, 17, 18, 18, 19, 20, 24, 22, 20, 21, 22, 24, 26, 26, 30, 30, 35, 31, 30, 30]"
81,2,Dumb,38,"[3, 4, 3, 4, 5, 6, 8, 7, 8, 8, 11, 13, 15, 18, 17, 18, 18, 24, 24, 26, 28, 25, 26, 29, 27, 27, 30, 34, 36, 38]"
82,1,Dumb,36,"[4, 5, 6, 8, 8, 10, 11, 12, 13, 14, 14, 18, 20, 23, 25, 26, 28, 31, 34, 37, 37, 37, 40, 38, 37, 39, 39, 42, 37, 36]"
83,2,Dumb,34,"[3, 4, 5, 6, 7, 7, 8, 9, 10, 12, 13, 11, 12, 10, 10, 12, 11, 10, 9, 9, 11, 14, 14, 20, 19, 21, 21, 25, 30, 34]"
84,1,Dumb,34,"[4, 5, 6, 7, 9, 10, 11, 13, 16, 17, 19, 22, 24, 19, 19, 20, 22, 22, 24, 25, 25, 26, 30, 32, 34, 33, 30, 35, 34]"
85,2,Dumb,35,"[3, 4, 5, 6, 7, 8, 8, 8, 8, 9, 8, 8, 13, 16, 17, 18, 18, 19, 19, 22, 22, 23, 23, 21, 25, 29, 30, 29, 35]"
86,1,Dumb,39,"[4, 5, 6, 7, 7, 7, 10, 10, 10, 14, 10, 10, 12, 14, 14, 15, 19, 20, 21, 23, 24, 24, 27, 30, 32, 35, 36, 39, 39]"
87,2,Dumb,26,"[3, 4, 5, 7, 9, 11, 10, 13, 13, 16, 18, 19, 21, 23, 21, 22, 22, 21, 22, 24, 24, 25, 25, 25, 26, 25, 25, 24, 26]"
88,1,Dumb,34,"[4, 5, 6, 6, 8, 9, 10, 12, 14, 13, 14, 16, 16, 17, 18, 19, 20, 19, 19, 18, 20, 17, 19, 22, 23, 29, 29, 31, 30, 34]"
89,2,Dumb,35,"[3, 4, 6, 7, 7, 8, 10, 9, 11, 13, 14, 15, 15, 17, 18, 20, 21, 23, 26, 28, 34, 33, 32, 31, 33, 30, 31, 32, 33, 35]"
90,1,Dumb,41,"[4, 5, 6, 6, 7, 7, 8, 9, 13, 14, 14, 14, 14, 13, 12, 16, 16, 17, 20, 22, 23, 28, 25, 26, 24, 28, 30, 30, 35, 41]"
91,2,Dumb,25,"[3, 4, 7, 7, 9, 10, 12, 12, 10, 12, 16, 16, 19, 22, 24, 24, 23, 24, 24, 23, 25, 25, 26, 32, 33, 29, 35, 32, 31, 25]"
92,1,Dumb,26,"[4, 5, 6, 8, 10, 10, 12, 13, 16, 14, 15, 14, 14, 14, 11, 13, 15, 15, 17, 19, 17, 16, 15, 15, 20, 22, 20, 18, 25, 26]"
93,2,Dumb,42,"[3, 4, 5, 5, 6, 8, 7, 9, 10, 11, 14, 16, 20, 24, 25, 25, 25, 28, 27, 31, 32, 36, 38, 38, 38, 39, 42, 43, 41, 42]"
94,1,Dumb,39,"[4, 5, 5, 6, 6, 8, 11, 12, 13, 14, 14, 17, 17, 15, 16, 17, 15, 16, 18, 20, 24, 27, 26, 30, 31, 37, 37, 40, 41, 39]"
95,2,Dumb,27,"[3, 5, 7, 8, 9, 10, 8, 9, 10, 14, 13, 13, 18, 18, 20, 24, 24, 25, 25, 27, 23, 25, 25, 24, 25, 21, 24, 21, 28, 27]"
96,1,Dumb,28,"[4, 5, 6, 8, 10, 9, 10, 10, 12, 11, 14, 15, 18, 19, 18, 19, 20, 23, 21, 23, 19, 22, 23, 26, 25, 23, 25, 25, 28, 28]"
97,2,Dumb,37,"[3, 4, 5, 5, 7, 8, 10, 11, 13, 15, 15, 15, 13, 16, 17, 18, 20, 23, 25, 27, 29, 27, 30, 30, 35, 36, 35, 38, 37]"
98,1,Dumb,30,"[4, 6, 7, 8, 9, 9, 10, 9, 11, 14, 14, 16, 17, 20, 21, 22, 23, 25, 26, 27, 24, 25, 25, 30, 32, 28, 29, 26, 27, 30]"
99,2,Dumb,38,"[3, 3, 4, 5, 7, 9, 11, 12, 13, 12, 14, 13, 14, 14, 14, 16, 17, 16, 17, 23, 23, 25, 26, 23, 28, 31, 35, 36, 38]"
100,1,Dumb,38,"[4, 5, 5, 5, 6, 8, 9, 11, 11, 12, 13, 15, 16, 15, 15, 17, 19, 19, 20, 18, 23, 24, 25, 25, 26, 27, 28, 28, 32, 38]"
101,2,Dumb,33,"[3, 5, 7, 8, 9, 10, 11, 11, 14, 14, 14, 14, 17, 19, 21, 20, 21, 23, 27, 28, 25, 27, 27, 30, 29, 31, 35, 34, 33]"
102,1,Dumb,29,"[4, 5, 5, 6, 8, 9, 10, 12, 14, 13, 13, 13, 17, 18, 19, 16, 18, 19, 22, 25, 27, 25, 29, 30, 29, 31, 31, 30, 33, 29]"
103,2,Dumb,36,"[3, 5, 6, 7, 7, 8, 10, 11, 11, 13, 15, 16, 14, 15, 20, 22, 22, 22, 23, 20, 25, 24, 28, 25, 27, 27, 30, 31, 35, 36]"
104,1,Dumb,42,"[4, 5, 6, 7, 7, 8, 10, 10, 11, 12, 17, 19, 17, 19, 21, 20, 20, 20, 24, 23, 27, 20, 21, 22, 21, 26, 27, 29, 33, 42]"
105,2,Dumb,24,"[3, 4, 5, 8, 8, 10, 10, 12, 12, 13, 11, 13, 17, 14, 16, 19, 23, 22, 22, 23, 28, 29, 30, 34, 34, 31, 34, 32, 31, 24]"
106,1,Dumb,27,"[4, 5, 5, 6, 7, 8, 10, 11, 14, 15, 15, 14, 19, 19, 20, 21, 26, 23, 20, 25, 27, 28, 29, 29, 29, 26, 20, 20, 23, 27]"
107,2,Dumb,40,"[3, 5, 7, 7, 9, 9, 9, 10, 10, 11, 14, 15, 15, 14, 15, 16, 17, 23, 23, 24, 24, 22, 23, 26, 31, 38, 42, 42, 42, 40]"
108,1,Dumb,37,"[4, 5, 6, 7, 8, 10, 11, 12, 12, 11, 13, 13, 13, 14, 14, 16, 18, 18, 21, 22, 23, 22, 20, 23, 27, 27, 29, 32, 36, 37]"
109,2,Dumb,36,"[3, 4, 6, 8, 7, 7, 8, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 23, 22, 23, 26, 32, 31, 30, 30, 30, 31, 29, 32, 36]"
110,1,Dumb,27,"[4, 5, 6, 7, 7, 8, 11, 12, 12, 13, 12, 12, 13, 12, 10, 12, 14, 14, 16, 20, 22, 27, 24, 23, 26, 26, 28, 28, 27]"
111,2,Dumb,38,"[3, 4, 5, 8, 8, 9, 8, 10, 11, 14, 16, 18, 20, 24, 25, 25, 26, 28, 27, 25, 25, 28, 30, 30, 31, 33, 32, 35, 38]"
112,1,Dumb,31,"[4, 5, 6, 6, 7, 8, 10, 10, 12, 13, 12, 16, 17, 18, 20, 23, 23, 25, 26, 24, 25, 23, 25, 29, 28, 33, 32, 28, 33, 31]"
113,2,Dumb,34,"[3, 5, 7, 7, 8, 9, 10, 11, 11, 14, 17, 13, 15, 15, 18, 15, 17, 18, 20, 22, 25, 28, 26, 26, 27, 27, 32, 34, 34]"
114,1,Dumb,42,"[4, 5, 6, 6, 7, 9, 10, 10, 13, 13, 16, 19, 19, 16, 15, 15, 15, 17, 18, 20, 24, 25, 28, 29, 34, 35, 39, 37, 42]"
115,2,Dumb,21,"[3, 4, 6, 7, 8, 9, 10, 12, 11, 12, 11, 11, 16, 19, 21, 23, 24, 24, 25, 25, 24, 26, 23, 24, 22, 22, 26, 25, 21]"
116,1,Dumb,28,"[4, 5, 6, 7, 9, 13, 10, 11, 14, 15, 17, 19, 20, 21, 23, 22, 22, 23, 23, 23, 27, 32, 30, 26, 25, 26, 25, 26, 26, 28]"
117,2,Dumb,42,"[3, 4, 5, 6, 6, 8, 12, 10, 10, 10, 10, 10, 11, 12, 16, 17, 17, 20, 22, 22, 20, 20, 26, 29, 30, 33, 36, 39, 41, 42]"
118,1,Dumb,30,"[4, 5, 6, 6, 7, 8, 9, 10, 10, 10, 11, 10, 12, 13, 12, 14, 15, 16, 18, 17, 17, 18, 18, 22, 26, 29, 37, 32, 30]"
119,2,Dumb,33,"[3, 4, 6, 7, 8, 9, 10, 13, 15, 15, 18, 21, 20, 22, 23, 23, 24, 25, 27, 31, 31, 33, 33, 32, 31, 28, 28, 33]"
120,1,Dumb,38,"[4, 5, 6, 8, 8, 8, 10, 11, 10, 11, 11, 16, 17, 19, 23, 24, 22, 24, 26, 34, 36, 36, 38, 42, 41, 41, 39, 37, 39, 38]"
121,2,Dumb,33,"[3, 4, 5, 6, 8, 9, 10, 13, 14, 15, 18, 14, 14, 14, 13, 17, 17, 18, 17, 11, 12, 13, 13, 13, 15, 21, 23, 24, 28, 33]"
122,1,Dumb,42,"[4, 5, 6, 7, 7, 10, 11, 12, 14, 15, 17, 17, 19, 19, 19, 26, 30, 30, 30, 28, 28, 31, 32, 34, 35, 36, 39, 41, 42, 42]"
123,2,Dumb,30,"[3, 4, 5, 7, 8, 7, 8, 9, 9, 11, 11, 12, 13, 15, 17, 12, 12, 12, 16, 18, 19, 18, 20, 19, 21, 23, 23, 20, 22, 30]"
124,1,Dumb,41,"[4, 5, 6, 5, 6, 8, 9, 11, 12, 13, 15, 16, 16, 16, 16, 18, 18, 20, 17, 16, 19, 20, 22, 25, 26, 36, 37, 40, 41]"
125,2,Dumb,28,"[3, 4, 7, 8, 9, 9, 10, 11, 11, 13, 13, 16, 18, 18, 20, 21, 23, 25, 29, 30, 28, 29, 31, 29, 29, 24, 24, 21, 28]"
126,1,Dumb,20,"[4, 5, 6, 6, 7, 8, 8, 9, 8, 9, 13, 15, 16, 17, 18, 19, 20, 21, 23, 21, 21, 24, 21, 23, 22, 22, 20]"
127,2,Dumb,41,"[3, 4, 6, 7, 8, 10, 11, 15, 16, 16, 14, 15, 16, 16, 19, 20, 19, 20, 25, 26, 26, 30, 30, 34, 34, 38, 41]"
128,1,Dumb,53,"[4, 5, 5, 6, 10, 12, 15, 16, 15, 16, 17, 21, 21, 22, 22, 23, 25, 26, 26, 24, 31, 34, 34, 39, 39, 38, 38, 41, 49, 53]"
129,2,Dumb,15,"[3, 5, 7, 7, 6, 5, 4, 7, 8, 9, 10, 10, 10, 12, 13, 14, 14, 18, 20, 23, 16, 16, 17, 15, 18, 20, 21, 20, 14, 15]"
130,1,Dumb,29,"[4, 5, 5, 7, 8, 9, 11, 12, 11, 12, 12, 14, 17, 17, 17, 18, 19, 21, 20, 21, 24, 26, 32, 32, 35, 32, 33, 26, 26, 29]"
131,2,Dumb,40,"[3, 5, 7, 6, 7, 8, 8, 11, 12, 14, 15, 15, 15, 18, 19, 23, 20, 23, 26, 24, 23, 23, 21, 22, 25, 26, 34, 38, 38, 40]"
132,1,Dumb,33,"[4, 5, 7, 8, 9, 9, 12, 12, 13, 15, 16, 18, 20, 22, 22, 23, 20, 22, 26, 27, 31, 35, 37, 38, 36, 29, 26, 27, 27, 33]"
133,2,Dumb,33,"[3, 4, 4, 5, 7, 10, 8, 10, 10, 11, 11, 11, 11, 12, 15, 19, 19, 19, 17, 18, 16, 16, 18, 18, 27, 32, 34, 40, 36, 33]"
134,1,Dumb,32,"[4, 5, 6, 7, 8, 9, 10, 13, 16, 16, 17, 15, 18, 20, 21, 19, 20, 20, 21, 24, 21, 24, 23, 31, 24, 28, 28, 31, 34, 32]"
135,2,Dumb,35,"[3, 4, 5, 6, 7, 8, 9, 8, 9, 9, 13, 15, 16, 13, 17, 19, 20, 21, 25, 25, 27, 27, 28, 31, 31, 30, 33, 31, 33, 35]"
