,Id_joueur,Strategy,Depth,Max_Score,History
17,2,Dumb,1,29,"[3, 4, 5, 7, 8, 8, 7, 7, 7, 7, 7, 9, 7, 8, 6, 5, 7, 10, 11, 15, 16, 19, 17, 20, 25, 26, 26, 22, 29]"
18,1,Exploration,3,35,"[4, 5, 6, 7, 8, 11, 12, 14, 17, 18, 21, 20, 21, 25, 29, 30, 34, 37, 32, 38, 38, 40, 42, 41, 41, 42, 41, 35, 35]"
19,2,Dumb,1,34,"[3, 4, 5, 7, 7, 8, 7, 8, 7, 8, 8, 11, 11, 9, 8, 7, 6, 10, 11, 8, 10, 11, 12, 14, 14, 19, 25, 29, 34]"
20,1,Exploration,3,24,"[4, 5, 6, 5, 9, 10, 14, 15, 18, 19, 18, 19, 23, 22, 24, 23, 27, 28, 30, 26, 30, 31, 31, 34, 30, 28, 31, 27, 26, 24]"
21,2,Dumb,1,45,"[3, 4, 7, 8, 7, 7, 5, 6, 5, 8, 10, 11, 11, 11, 15, 14, 13, 13, 20, 20, 18, 19, 22, 24, 30, 31, 34, 37, 45]"
22,1,Exploration,3,40,"[4, 5, 5, 7, 9, 11, 11, 11, 12, 14, 15, 17, 20, 22, 25, 23, 27, 30, 31, 32, 35, 36, 36, 35, 34, 38, 35, 39, 40, 40]"
23,2,Dumb,1,27,"[3, 5, 7, 7, 6, 8, 9, 11, 13, 11, 13, 12, 12, 12, 13, 16, 12, 12, 13, 13, 12, 14, 18, 21, 23, 26, 27, 24, 24, 27]"
24,1,Exploration,3,49,"[4, 5, 5, 5, 7, 8, 11, 14, 16, 15, 19, 22, 22, 25, 26, 29, 30, 29, 30, 30, 32, 35, 39, 40, 42, 45, 47, 49, 50, 49]"
25,2,Dumb,1,17,"[3, 5, 8, 8, 10, 9, 8, 7, 9, 10, 10, 9, 10, 8, 9, 8, 11, 12, 16, 16, 15, 14, 12, 16, 13, 13, 12, 14, 17]"
26,1,Exploration,3,44,"[4, 5, 5, 6, 7, 10, 13, 14, 16, 20, 21, 21, 21, 22, 22, 23, 22, 25, 30, 32, 33, 25, 27, 29, 30, 38, 47, 45, 47, 44]"
27,2,Dumb,1,21,"[3, 5, 6, 8, 8, 7, 6, 7, 7, 5, 8, 10, 12, 13, 16, 18, 18, 16, 14, 17, 26, 28, 27, 24, 25, 20, 19, 19, 21, 21]"
28,1,Exploration,3,50,"[4, 5, 5, 6, 6, 9, 10, 12, 15, 14, 14, 20, 21, 23, 23, 27, 27, 30, 30, 33, 33, 34, 34, 38, 37, 39, 42, 43, 49, 50]"
29,2,Dumb,1,15,"[3, 5, 6, 9, 9, 8, 11, 9, 11, 12, 13, 11, 11, 11, 12, 15, 15, 14, 14, 13, 15, 17, 17, 18, 18, 20, 19, 18, 17, 15]"
30,1,Exploration,3,33,"[4, 5, 6, 7, 8, 8, 10, 10, 14, 18, 19, 21, 20, 23, 25, 28, 31, 31, 31, 33, 33, 33, 31, 32, 33, 35, 36, 35, 33]"
31,2,Dumb,1,35,"[3, 4, 5, 6, 9, 9, 10, 11, 10, 9, 8, 13, 12, 11, 12, 11, 10, 13, 14, 13, 17, 19, 21, 21, 25, 23, 25, 30, 35]"
32,1,Exploration,3,35,"[4, 5, 6, 7, 8, 7, 9, 11, 11, 14, 16, 17, 21, 22, 25, 24, 27, 28, 32, 33, 37, 37, 34, 35, 36, 41, 38, 33, 32, 35]"
33,2,Dumb,1,31,"[3, 4, 5, 7, 9, 11, 12, 13, 13, 11, 14, 12, 12, 11, 13, 13, 15, 13, 14, 13, 12, 17, 20, 19, 21, 21, 27, 34, 34, 31]"
34,1,Exploration,3,39,"[4, 5, 6, 9, 10, 12, 11, 10, 12, 16, 18, 21, 22, 25, 25, 26, 21, 24, 27, 30, 29, 29, 31, 30, 30, 31, 32, 34, 35, 39]"
35,2,Dumb,1,29,"[3, 5, 6, 4, 5, 7, 10, 12, 11, 9, 10, 8, 11, 10, 10, 18, 18, 18, 17, 18, 20, 23, 22, 26, 27, 28, 31, 27, 28, 29]"
36,1,Exploration,3,47,"[4, 5, 6, 9, 9, 10, 14, 16, 17, 16, 17, 18, 17, 19, 18, 21, 22, 26, 31, 33, 34, 35, 41, 42, 42, 43, 45, 42, 39, 47]"
37,2,Dumb,1,24,"[3, 4, 5, 5, 6, 7, 5, 5, 9, 10, 10, 13, 15, 17, 19, 16, 18, 18, 14, 14, 13, 14, 11, 13, 14, 15, 18, 26, 24, 24]"
38,1,Exploration,3,33,"[4, 5, 7, 8, 10, 11, 14, 16, 17, 16, 18, 19, 20, 23, 27, 27, 30, 28, 29, 30, 36, 37, 37, 35, 32, 31, 33, 31, 33]"
39,2,Dumb,1,34,"[3, 5, 4, 5, 6, 6, 5, 5, 8, 10, 12, 10, 11, 10, 10, 10, 12, 14, 15, 15, 13, 15, 18, 24, 27, 31, 32, 34]"
40,1,Exploration,3,31,"[4, 5, 6, 7, 9, 12, 11, 12, 15, 17, 20, 18, 18, 19, 19, 22, 26, 28, 30, 30, 33, 31, 30, 33, 30, 28, 29, 30, 30, 31]"
41,2,Dumb,1,38,"[3, 4, 6, 6, 7, 8, 8, 9, 8, 8, 10, 13, 13, 17, 17, 16, 13, 13, 16, 16, 18, 22, 22, 25, 29, 29, 33, 34, 33, 38]"
42,1,Exploration,3,50,"[4, 5, 6, 7, 9, 11, 13, 14, 16, 16, 18, 18, 20, 23, 25, 25, 28, 30, 33, 36, 38, 36, 37, 41, 43, 44, 46, 49, 50]"
43,2,Dumb,1,13,"[3, 4, 6, 6, 6, 6, 6, 7, 8, 12, 11, 13, 12, 10, 13, 12, 12, 14, 10, 9, 13, 14, 15, 13, 13, 14, 14, 13, 13]"
44,1,Exploration,3,48,"[4, 5, 6, 7, 8, 11, 13, 16, 15, 18, 22, 23, 24, 25, 26, 28, 27, 27, 25, 27, 31, 32, 35, 37, 39, 42, 46, 46, 48]"
45,2,Dumb,1,16,"[3, 4, 6, 6, 7, 6, 7, 7, 9, 7, 5, 6, 7, 8, 9, 11, 14, 17, 20, 19, 17, 18, 17, 18, 17, 16, 15, 16, 16]"
46,1,Exploration,3,44,"[4, 5, 5, 6, 7, 10, 13, 14, 15, 19, 22, 20, 22, 25, 27, 27, 26, 27, 31, 29, 33, 37, 40, 43, 41, 41, 45, 39, 41, 44]"
47,2,Dumb,1,25,"[3, 5, 6, 7, 9, 7, 7, 8, 8, 6, 8, 11, 10, 8, 9, 12, 16, 14, 18, 18, 14, 14, 12, 13, 17, 18, 21, 25, 26, 25]"
48,1,Exploration,3,37,"[4, 5, 5, 7, 8, 10, 13, 16, 18, 21, 22, 23, 21, 24, 26, 29, 33, 36, 35, 37, 38, 38, 37, 34, 32, 30, 30, 34, 37]"
49,2,Dumb,1,26,"[3, 5, 7, 6, 9, 7, 6, 6, 6, 4, 5, 9, 11, 10, 10, 10, 6, 7, 9, 8, 12, 13, 18, 22, 26, 28, 33, 27, 26]"
50,1,Exploration,3,24,"[4, 5, 6, 6, 9, 10, 10, 14, 15, 18, 20, 21, 23, 23, 24, 28, 29, 24, 22, 24, 23, 21, 18, 22, 24, 20, 24, 26, 24, 24]"
51,2,Dumb,1,44,"[3, 4, 6, 7, 7, 8, 9, 8, 10, 7, 8, 8, 10, 13, 12, 9, 17, 20, 21, 24, 29, 34, 34, 31, 36, 38, 35, 38, 41, 44]"
52,1,Exploration,3,43,"[4, 5, 6, 7, 8, 11, 12, 14, 14, 16, 15, 17, 20, 23, 25, 29, 31, 36, 38, 38, 39, 43]"
53,2,Dumb,1,7,"[3, 4, 5, 8, 8, 6, 7, 9, 10, 13, 14, 13, 12, 10, 10, 9, 8, 5, 6, 7, 10, 7]"
54,1,Exploration,3,38,"[4, 5, 6, 5, 8, 10, 11, 13, 17, 20, 21, 22, 24, 25, 28, 29, 27, 29, 29, 33, 33, 33, 33, 38, 41, 45, 38, 36, 38]"
55,2,Dumb,1,30,"[3, 4, 8, 8, 7, 7, 9, 8, 6, 6, 7, 8, 7, 10, 7, 12, 12, 17, 14, 14, 16, 17, 19, 17, 16, 20, 24, 25, 30]"
56,1,Exploration,3,41,"[4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 20, 21, 23, 24, 25, 27, 28, 26, 27, 28, 30, 31, 32, 29, 31, 34, 34, 35, 41, 41]"
57,2,Dumb,1,31,"[3, 5, 5, 6, 6, 7, 7, 7, 8, 8, 8, 9, 8, 9, 12, 10, 15, 18, 19, 18, 18, 19, 23, 27, 24, 27, 28, 26, 25, 31]"
58,1,Exploration,3,50,"[4, 5, 6, 7, 8, 9, 10, 9, 11, 13, 16, 19, 20, 19, 19, 25, 25, 26, 25, 34, 37, 38, 41, 44, 47, 47, 49, 51, 55, 50]"
59,2,Dumb,1,15,"[3, 4, 5, 7, 8, 9, 12, 13, 14, 12, 11, 11, 16, 15, 16, 15, 15, 19, 19, 11, 13, 11, 11, 9, 10, 10, 12, 10, 15]"
60,1,Exploration,3,39,"[4, 5, 7, 8, 9, 10, 10, 13, 15, 15, 17, 20, 21, 23, 25, 24, 22, 22, 25, 31, 35, 34, 35, 34, 31, 35, 34, 39, 41, 39]"
61,2,Dumb,1,25,"[3, 5, 4, 5, 7, 9, 9, 8, 9, 10, 10, 9, 11, 10, 14, 16, 18, 19, 21, 14, 14, 15, 19, 24, 24, 28, 26, 28, 25]"
62,1,Exploration,3,48,"[4, 5, 5, 7, 10, 12, 13, 14, 16, 16, 17, 20, 22, 23, 25, 25, 25, 31, 32, 34, 37, 40, 40, 43, 45, 48, 48, 49, 48]"
63,2,Dumb,1,17,"[3, 5, 6, 6, 5, 5, 6, 7, 10, 12, 10, 9, 10, 11, 11, 16, 15, 14, 12, 11, 10, 10, 11, 11, 13, 11, 11, 17]"
64,1,Exploration,3,21,"[4, 5, 5, 5, 7, 10, 11, 16, 15, 18, 19, 20, 18, 21, 22, 21, 24, 23, 25, 30, 30, 32, 33, 31, 28, 25, 26, 26, 24, 21]"
65,2,Dumb,1,49,"[3, 5, 7, 9, 9, 8, 8, 7, 8, 9, 9, 12, 14, 14, 16, 16, 17, 22, 20, 18, 18, 21, 21, 28, 31, 37, 36, 42, 44, 49]"
66,1,Exploration,3,42,"[4, 5, 5, 6, 7, 10, 13, 13, 14, 14, 14, 18, 18, 19, 17, 22, 24, 27, 30, 33, 37, 36, 39, 39, 37, 38, 41, 42, 42]"
67,2,Dumb,1,22,"[3, 5, 7, 8, 8, 7, 8, 10, 10, 12, 13, 13, 16, 20, 20, 17, 16, 16, 15, 14, 14, 14, 13, 17, 21, 19, 24, 21, 22]"
68,1,Exploration,3,46,"[4, 5, 5, 8, 10, 10, 13, 15, 18, 19, 20, 20, 20, 25, 28, 27, 29, 29, 31, 33, 34, 35, 38, 40, 39, 42, 44, 46]"
69,2,Dumb,1,19,"[3, 5, 6, 5, 7, 7, 7, 7, 6, 7, 8, 11, 11, 8, 11, 11, 14, 14, 12, 12, 14, 15, 16, 16, 17, 16, 16, 19]"
70,1,Exploration,3,32,"[4, 5, 7, 8, 8, 9, 12, 12, 15, 17, 20, 22, 23, 25, 24, 25, 26, 25, 27, 30, 34, 33, 31, 32, 30, 28, 36, 39, 36, 32]"
71,2,Dumb,1,38,"[3, 5, 4, 6, 7, 9, 8, 9, 9, 8, 9, 7, 8, 10, 11, 12, 15, 17, 17, 16, 18, 19, 20, 27, 28, 29, 25, 27, 32, 38]"
72,1,Exploration,3,42,"[4, 5, 7, 8, 10, 13, 15, 15, 17, 18, 21, 21, 20, 19, 19, 19, 21, 24, 29, 32, 33, 33, 36, 34, 40, 40, 43, 42]"
73,2,Dumb,1,21,"[3, 5, 5, 6, 6, 4, 7, 7, 8, 7, 8, 11, 13, 16, 18, 19, 20, 18, 15, 13, 16, 18, 21, 21, 17, 19, 22, 21]"
74,1,Exploration,3,31,"[4, 5, 6, 6, 8, 10, 11, 10, 14, 14, 17, 18, 21, 22, 25, 25, 24, 24, 25, 27, 27, 30, 31, 31, 33, 34, 32, 31, 31]"
75,2,Dumb,1,32,"[3, 4, 7, 8, 7, 9, 11, 11, 11, 12, 12, 12, 10, 11, 16, 15, 17, 19, 21, 21, 20, 19, 22, 25, 25, 26, 31, 32, 32]"
76,1,Exploration,3,40,"[4, 5, 6, 8, 9, 12, 12, 13, 12, 13, 14, 16, 19, 22, 24, 28, 30, 32, 32, 35, 39, 38, 39, 40]"
77,2,Dumb,1,15,"[3, 5, 5, 6, 7, 6, 8, 10, 12, 13, 13, 14, 13, 13, 12, 11, 11, 11, 12, 11, 11, 11, 14, 15]"
78,1,Exploration,3,28,"[4, 5, 5, 8, 10, 12, 8, 9, 11, 14, 16, 13, 15, 18, 23, 24, 26, 27, 28, 28, 26, 29, 32, 32, 34, 36, 31, 29, 26, 28]"
79,2,Dumb,1,37,"[3, 5, 6, 6, 5, 10, 14, 13, 14, 11, 16, 19, 17, 16, 13, 14, 14, 16, 19, 22, 21, 20, 22, 22, 21, 28, 31, 37, 38, 37]"
80,1,Exploration,3,33,"[4, 5, 5, 6, 7, 9, 12, 12, 11, 15, 17, 20, 23, 21, 21, 22, 27, 24, 27, 32, 31, 30, 30, 32, 31, 35, 32, 35, 32, 33]"
81,2,Dumb,1,34,"[3, 5, 6, 7, 8, 9, 8, 11, 12, 12, 10, 10, 11, 13, 18, 16, 17, 18, 16, 17, 18, 20, 23, 23, 27, 29, 27, 30, 34, 34]"
82,1,Exploration,3,32,"[4, 5, 7, 8, 8, 11, 13, 15, 17, 16, 18, 21, 22, 20, 23, 26, 29, 31, 28, 27, 26, 28, 33, 34, 32, 35, 35, 35, 35, 32]"
83,2,Dumb,1,37,"[3, 5, 4, 7, 7, 7, 7, 7, 9, 9, 9, 8, 15, 13, 13, 12, 10, 14, 18, 21, 21, 21, 18, 23, 28, 23, 26, 28, 32, 37]"
84,1,Exploration,3,28,"[4, 5, 5, 5, 7, 9, 10, 12, 13, 14, 15, 20, 22, 22, 24, 23, 28, 29, 29, 30, 30, 33, 31, 33, 32, 30, 32, 34, 31, 28]"
85,2,Dumb,1,43,"[3, 5, 8, 8, 9, 8, 9, 10, 11, 12, 12, 9, 12, 14, 14, 15, 12, 15, 14, 16, 19, 19, 20, 23, 26, 29, 27, 34, 36, 43]"
86,1,Exploration,3,46,"[4, 5, 6, 7, 8, 8, 12, 14, 16, 14, 13, 18, 22, 24, 21, 22, 26, 27, 29, 33, 33, 35, 35, 44, 46]"
87,2,Dumb,1,9,"[3, 4, 5, 7, 8, 9, 7, 7, 10, 14, 14, 11, 9, 14, 16, 17, 13, 15, 18, 15, 15, 15, 16, 9, 9]"
88,1,Exploration,3,57,"[4, 5, 6, 5, 8, 10, 10, 11, 11, 11, 14, 17, 19, 23, 25, 24, 26, 28, 31, 37, 40, 40, 38, 38, 39, 42, 47, 51, 54, 57]"
89,2,Dumb,1,11,"[3, 4, 8, 8, 7, 8, 9, 13, 13, 14, 13, 13, 12, 10, 12, 13, 14, 14, 12, 9, 10, 12, 19, 18, 17, 19, 12, 10, 11]"
90,1,Exploration,3,39,"[4, 5, 5, 7, 7, 10, 9, 12, 13, 15, 15, 18, 21, 23, 21, 26, 29, 29, 31, 31, 32, 32, 38, 35, 35, 33, 33, 41, 42, 39]"
91,2,Dumb,1,29,"[3, 5, 6, 8, 8, 9, 11, 10, 10, 12, 12, 11, 12, 14, 15, 12, 13, 12, 15, 14, 16, 17, 17, 19, 27, 26, 27, 23, 27, 29]"
92,1,Exploration,3,48,"[4, 5, 7, 8, 9, 10, 11, 13, 17, 20, 21, 21, 23, 25, 25, 28, 27, 28, 32, 31, 34, 37, 40, 42, 42, 41, 45, 48, 48]"
93,2,Dumb,1,16,"[3, 5, 4, 5, 8, 7, 9, 8, 7, 5, 9, 10, 8, 10, 10, 12, 15, 13, 15, 15, 15, 13, 12, 14, 18, 18, 14, 18, 16]"
94,1,Exploration,3,36,"[4, 5, 7, 8, 9, 13, 15, 15, 16, 16, 19, 23, 24, 26, 29, 31, 33, 31, 32, 31, 33, 35, 38, 39, 39, 39, 38, 39, 36]"
95,2,Dumb,1,27,"[3, 5, 4, 6, 6, 4, 5, 7, 8, 9, 10, 6, 7, 8, 7, 6, 12, 12, 14, 15, 15, 15, 14, 16, 18, 20, 22, 27, 27]"
96,1,Exploration,3,23,"[4, 5, 5, 6, 9, 10, 12, 14, 17, 17, 16, 17, 20, 22, 24, 28, 29, 26, 27, 30, 27, 31, 33, 36, 29, 28, 30, 26, 23, 23]"
97,2,Dumb,1,43,"[3, 5, 7, 7, 7, 7, 8, 8, 7, 11, 13, 12, 14, 12, 11, 9, 15, 17, 16, 23, 21, 18, 19, 25, 31, 32, 35, 39, 42, 43]"
98,1,Exploration,3,40,"[4, 5, 6, 6, 9, 10, 10, 13, 16, 19, 21, 24, 24, 26, 27, 29, 31, 33, 34, 35, 37, 38, 41, 38, 41, 40, 39, 40]"
99,2,Dumb,1,22,"[3, 5, 6, 7, 6, 9, 10, 8, 8, 7, 6, 6, 7, 7, 8, 8, 9, 8, 9, 10, 12, 12, 15, 15, 16, 19, 25, 22]"
100,1,Exploration,3,48,"[4, 5, 5, 8, 9, 11, 12, 12, 14, 17, 20, 20, 23, 25, 28, 29, 31, 34, 35, 35, 38, 39, 44, 43, 44, 44, 44, 39, 43, 48]"
101,2,Dumb,1,21,"[3, 5, 6, 6, 6, 6, 8, 9, 9, 8, 8, 9, 8, 8, 8, 8, 8, 8, 10, 13, 13, 10, 9, 12, 16, 15, 21, 23, 20, 21]"
102,1,Exploration,3,48,"[4, 5, 6, 5, 8, 10, 9, 12, 14, 16, 19, 24, 22, 22, 25, 27, 28, 31, 32, 34, 34, 36, 40, 43, 43, 45, 47, 48]"
103,2,Dumb,1,14,"[3, 5, 7, 8, 7, 9, 11, 10, 9, 9, 8, 10, 12, 12, 12, 11, 11, 11, 12, 13, 14, 14, 12, 12, 12, 12, 12, 14]"
104,1,Exploration,3,43,"[4, 5, 6, 6, 9, 11, 12, 15, 16, 15, 20, 18, 19, 23, 24, 21, 22, 25, 29, 25, 26, 25, 26, 27, 32, 33, 40, 40, 43]"
105,2,Dumb,1,22,"[3, 4, 6, 7, 6, 7, 7, 7, 9, 10, 11, 12, 12, 10, 17, 19, 18, 16, 20, 22, 26, 24, 29, 27, 26, 24, 21, 24, 22]"
106,1,Exploration,3,35,"[4, 5, 6, 6, 9, 11, 10, 10, 11, 17, 19, 21, 23, 26, 26, 29, 30, 31, 31, 29, 28, 28, 27, 31, 37, 36, 34, 35]"
107,2,Dumb,1,27,"[3, 4, 7, 7, 6, 9, 10, 12, 12, 9, 8, 8, 10, 8, 10, 8, 12, 13, 17, 21, 22, 28, 25, 22, 22, 24, 25, 27]"
108,1,Exploration,3,27,"[4, 5, 6, 5, 6, 10, 12, 12, 12, 17, 19, 17, 18, 22, 25, 26, 28, 26, 30, 28, 34, 36, 36, 37, 37, 36, 38, 32, 34, 27]"
109,2,Dumb,1,40,"[3, 4, 7, 9, 9, 7, 8, 10, 11, 8, 12, 13, 13, 11, 10, 11, 15, 16, 17, 17, 13, 14, 15, 19, 22, 24, 30, 29, 39, 40]"
110,1,Exploration,3,36,"[4, 5, 6, 7, 9, 12, 11, 13, 15, 18, 21, 23, 24, 27, 29, 29, 29, 29, 31, 32, 30, 35, 38, 40, 39, 40, 38, 37, 29, 36]"
111,2,Dumb,1,33,"[3, 4, 5, 6, 6, 7, 9, 10, 8, 7, 6, 8, 7, 6, 8, 11, 12, 15, 14, 16, 18, 17, 13, 17, 16, 20, 25, 34, 35, 33]"
112,1,Exploration,3,27,"[4, 5, 6, 7, 7, 9, 10, 13, 15, 16, 19, 22, 20, 24, 25, 27, 27, 27, 26, 25, 28, 24, 24, 24, 24, 26, 27, 24, 27]"
113,2,Dumb,1,42,"[3, 4, 5, 8, 8, 9, 9, 8, 8, 9, 9, 10, 12, 11, 12, 11, 14, 16, 19, 20, 25, 26, 28, 30, 32, 33, 39, 39, 42]"
114,1,Exploration,3,44,"[4, 5, 6, 7, 9, 11, 14, 17, 16, 16, 19, 22, 21, 24, 23, 24, 25, 27, 26, 24, 29, 29, 30, 38, 42, 40, 44]"
115,2,Dumb,1,15,"[3, 5, 5, 6, 6, 6, 5, 6, 9, 10, 10, 9, 10, 12, 15, 14, 16, 18, 20, 24, 23, 20, 21, 17, 16, 19, 15]"
116,1,Exploration,3,37,"[4, 5, 5, 6, 9, 12, 13, 14, 17, 18, 20, 22, 23, 24, 22, 23, 25, 22, 27, 31, 33, 31, 32, 33, 34, 36, 39, 37]"
117,2,Dumb,1,26,"[3, 5, 7, 7, 6, 6, 6, 8, 8, 8, 8, 7, 9, 14, 14, 15, 18, 22, 16, 14, 18, 21, 20, 22, 22, 24, 23, 26]"
118,1,Exploration,3,28,"[4, 5, 5, 6, 5, 8, 11, 12, 13, 16, 20, 21, 20, 24, 26, 29, 28, 34, 33, 36, 35, 36, 39, 42, 41, 40, 42, 36, 31, 28]"
119,2,Dumb,1,37,"[3, 5, 6, 9, 11, 9, 9, 10, 10, 9, 10, 11, 12, 10, 9, 10, 12, 9, 12, 12, 13, 13, 13, 14, 16, 19, 24, 31, 37, 37]"
120,1,Exploration,3,35,"[4, 5, 6, 7, 8, 10, 11, 13, 12, 15, 17, 17, 18, 21, 19, 20, 25, 27, 29, 30, 31, 33, 35, 37, 39, 36, 41, 38, 36, 35]"
121,2,Dumb,1,30,"[3, 4, 5, 7, 7, 8, 9, 11, 11, 10, 11, 12, 14, 16, 17, 17, 15, 15, 15, 16, 18, 16, 16, 17, 20, 23, 23, 27, 29, 30]"
122,1,Exploration,3,29,"[4, 5, 6, 8, 9, 8, 12, 13, 13, 16, 20, 21, 21, 22, 25, 22, 20, 25, 25, 28, 32, 34, 32, 29, 29, 27, 25, 29, 29]"
123,2,Dumb,1,36,"[3, 4, 5, 5, 8, 9, 7, 11, 10, 9, 7, 10, 13, 12, 16, 19, 21, 20, 19, 18, 16, 18, 24, 26, 30, 34, 35, 35, 36]"
124,1,Exploration,3,34,"[4, 5, 5, 6, 9, 12, 15, 15, 15, 15, 16, 18, 22, 23, 24, 23, 26, 24, 28, 25, 29, 30, 33, 37, 35, 30, 35, 34, 34]"
125,2,Dumb,1,29,"[3, 5, 7, 8, 7, 5, 6, 7, 9, 11, 11, 11, 9, 10, 14, 14, 17, 17, 21, 21, 22, 20, 19, 21, 26, 27, 26, 28, 29]"
126,1,Exploration,3,49,"[4, 5, 6, 7, 9, 11, 13, 13, 16, 16, 17, 17, 17, 16, 19, 22, 24, 22, 26, 29, 29, 31, 34, 34, 37, 38, 39, 45, 46, 49]"
127,2,Dumb,1,21,"[3, 4, 5, 6, 7, 7, 7, 8, 9, 9, 15, 13, 17, 18, 16, 16, 19, 20, 17, 19, 18, 18, 20, 20, 20, 23, 20, 19, 21]"
128,1,Exploration,3,54,"[4, 5, 5, 6, 9, 11, 15, 15, 14, 17, 16, 18, 21, 24, 24, 26, 26, 27, 29, 32, 35, 38, 41, 44, 49, 52, 53, 53, 50, 54]"
129,2,Dumb,1,17,"[3, 5, 7, 7, 6, 7, 5, 8, 9, 12, 13, 13, 11, 12, 12, 13, 13, 17, 15, 16, 12, 12, 12, 9, 7, 6, 10, 13, 16, 17]"
130,1,Exploration,3,35,"[4, 5, 6, 8, 9, 11, 13, 13, 16, 18, 22, 23, 25, 26, 23, 26, 28, 29, 29, 32, 34, 33, 33, 34, 36, 36, 38, 44, 39, 35]"
131,2,Dumb,1,33,"[3, 4, 5, 6, 6, 6, 8, 8, 7, 7, 6, 6, 7, 11, 12, 11, 13, 14, 16, 13, 17, 20, 19, 21, 23, 22, 21, 23, 32, 33]"
132,1,Exploration,3,28,"[4, 5, 6, 7, 9, 10, 11, 13, 14, 13, 16, 17, 18, 17, 20, 25, 26, 29, 27, 27, 32, 33, 34, 34, 28, 32, 31, 28, 28, 28]"
133,2,Dumb,1,42,"[3, 4, 5, 6, 7, 7, 8, 10, 12, 12, 13, 15, 15, 16, 16, 17, 14, 15, 19, 18, 18, 17, 18, 27, 27, 28, 32, 34, 37, 42]"
