,Id_joueur,Strategy,Depth,Max_Score,History
18,1,Exploration,5,9.0,"[0, 3.0, 3.0, 3.0, 3.0, 5.0, 5.0, 9.0, 13.0, 15.0, 15.0, 15.0, 21.0, 21.0, 21.0, 23.0, 27.0, 29.0, 29.0, 27.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.0, 17.0, 21.0, 17.0, 9.0]"
19,2,Exploration,3,2.0,"[0, -0.0, -0.0, -0.0, -0.0, -2.0, -2.0, -4.0, -10.0, -12.0, -12.0, -12.0, -18.0, -18.0, -18.0, -18.0, -22.0, -24.0, -22.0, -20.0, -22.0, -22.0, -22.0, -22.0, -22.0, -20.0, -14.0, -14.0, -14.0, -6.0, 2.0]"
20,1,Exploration,5,17.0,"[0, 3.0, 3.0, 5.0, 3.0, 5.0, 7.0, 9.0, 9.0, 7.0, 9.0, 9.0, 9.0, 13.0, 11.0, 11.0, 9.0, 13.0, 11.0, 9.0, 7.0, 7.0, 3.0, 3.0, 7.0, 11.0, 11.0, 15.0, 17.0, 21.0, 17.0]"
21,2,Exploration,3,-4.0,"[0, -0.0, -0.0, -0.0, -0.0, -2.0, -4.0, -4.0, -4.0, -4.0, -6.0, -6.0, -4.0, -8.0, -8.0, -6.0, -6.0, -8.0, -6.0, -4.0, -2.0, -0.0, -0.0, -0.0, -4.0, -8.0, -8.0, -12.0, -12.0, -14.0, -4.0]"
22,1,Exploration,5,1.0,"[0, 3.0, 3.0, 1.0, -3.0, -3.0, 1.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 7.0, 5.0, 5.0, -1.0, -1.0, 7.0, 3.0, 1.0]"
23,2,Exploration,3,4.0,"[0, -0.0, 2.0, 6.0, 6.0, 6.0, 2.0, 2.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -2.0, -2.0, -2.0, -0.0, -0.0, -2.0, -0.0, 4.0, 4.0, 8.0, -0.0, 6.0, 4.0]"
24,1,Exploration,5,23.0,"[0, 3.0, 3.0, 3.0, 3.0, 3.0, 7.0, 9.0, 9.0, 9.0, 13.0, 17.0, 17.0, 17.0, 23.0, 23.0]"
25,2,Exploration,3,-20.0,"[0, -0.0, -0.0, -0.0, -0.0, -0.0, -4.0, -4.0, -6.0, -6.0, -10.0, -14.0, -14.0, -14.0, -20.0, -20.0]"
26,1,Exploration,5,21.0,"[0, 3.0, 5.0, 5.0, 5.0, 5.0, 7.0, 7.0, 7.0, 11.0, 9.0, 11.0, 11.0, 11.0, 15.0, 15.0, 19.0, 17.0, 19.0, 19.0, 17.0, 17.0, 21.0]"
27,2,Exploration,3,-18.0,"[0, -0.0, -2.0, -2.0, -2.0, -2.0, -4.0, -2.0, -4.0, -6.0, -6.0, -8.0, -8.0, -8.0, -12.0, -12.0, -14.0, -14.0, -16.0, -14.0, -12.0, -14.0, -18.0]"
28,1,Exploration,5,9.0,"[0, 3.0, 5.0, 5.0, 5.0, 7.0, 7.0, 5.0, 7.0, 7.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 11.0, 9.0, 9.0, 11.0, 11.0, 11.0, 11.0, 11.0, 15.0, 15.0, 17.0, 13.0, 11.0, 11.0, 9.0]"
29,2,Exploration,3,-2.0,"[0, -0.0, -2.0, -2.0, -2.0, -4.0, -2.0, -2.0, -4.0, -4.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -10.0, -8.0, -8.0, -8.0, -6.0, -2.0]"
30,1,Exploration,5,29.0,"[0, 3.0, 3.0, 7.0, 5.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 13.0, 15.0, 15.0, 15.0, 15.0, 21.0, 25.0, 25.0, 29.0]"
31,2,Exploration,3,-26.0,"[0, -0.0, -0.0, -2.0, -2.0, -2.0, -8.0, -8.0, -8.0, -8.0, -8.0, -10.0, -12.0, -12.0, -12.0, -12.0, -18.0, -22.0, -22.0, -26.0]"
32,1,Exploration,5,-11.0,"[0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 5.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 5.0, 3.0, 3.0, 3.0, 1.0, -1.0, -3.0, -13.0, -11.0]"
33,2,Exploration,3,18.0,"[0, -0.0, -2.0, -2.0, -2.0, -0.0, -2.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -2.0, -2.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -2.0, -0.0, -0.0, -0.0, 2.0, 6.0, 16.0, 16.0, 18.0]"
34,1,Exploration,5,9.0,"[0, 3.0, 3.0, 3.0, 3.0, 5.0, 9.0, 9.0, 11.0, 11.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 13.0, 13.0, 15.0, 15.0, 15.0, 17.0, 19.0, 17.0, 17.0, 19.0, 17.0, 23.0, 9.0]"
35,2,Exploration,3,-6.0,"[0, -0.0, -0.0, -0.0, -0.0, -2.0, -4.0, -6.0, -6.0, -8.0, -12.0, -12.0, -12.0, -12.0, -12.0, -12.0, -10.0, -10.0, -10.0, -12.0, -12.0, -12.0, -14.0, -14.0, -14.0, -12.0, -12.0, -12.0, -6.0, -6.0]"
36,1,Exploration,5,19.0,"[0, 3.0, 3.0, 7.0, 5.0, 5.0, 7.0, 7.0, 11.0, 11.0, 17.0, 19.0, 17.0, 21.0, 13.0, 13.0, 11.0, 11.0, 13.0, 15.0, 23.0, 23.0, 23.0, 21.0, 19.0, 21.0, 23.0, 25.0, 21.0, 19.0]"
37,2,Exploration,3,-4.0,"[0, -0.0, -0.0, -2.0, -2.0, -2.0, -4.0, -4.0, -6.0, -8.0, -14.0, -14.0, -14.0, -10.0, -10.0, -8.0, -8.0, -8.0, -10.0, -12.0, -20.0, -20.0, -18.0, -16.0, -16.0, -16.0, -18.0, -18.0, -16.0, -4.0]"
38,1,Exploration,5,7.0,"[0, 3.0, 3.0, 3.0, 3.0, 3.0, 7.0, 9.0, 11.0, 13.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 9.0, 9.0, 9.0, 15.0, 15.0, 19.0, 21.0, 23.0, 19.0, 19.0, 17.0, 15.0, 9.0, 7.0]"
39,2,Exploration,3,-2.0,"[0, -0.0, -0.0, -0.0, -0.0, -0.0, -4.0, -6.0, -8.0, -8.0, -8.0, -8.0, -6.0, -8.0, -8.0, -8.0, -6.0, -6.0, -6.0, -6.0, -12.0, -10.0, -14.0, -18.0, -16.0, -12.0, -14.0, -12.0, -6.0, -4.0, -2.0]"
