,Id_joueur,Strategy,Depth,Max_Score,History
71,2,Dumb,1,22.0,"[0, -0.0, 2.0, 4.0, 6.0, 10.0, 8.0, 6.0, 2.0, -0.0, -4.0, -2.0, -2.0, -8.0, -4.0, -2.0, -2.0, -10.0, -8.0, -8.0, -2.0, 2.0, -0.0, -2.0, 10.0, 12.0, 16.0, 12.0, 10.0, 22.0]"
72,1,Exploration,5,25.0,"[0, 3.0, 3.0, 5.0, 5.0, 3.0, 3.0, 7.0, 7.0, 7.0, 5.0, 5.0, 5.0, 7.0, 9.0, 9.0, 9.0, 13.0, 19.0, 17.0, 15.0, 21.0, 23.0, 17.0, 15.0, 19.0, 13.0, 15.0, 9.0, 13.0, 25.0]"
73,2,Dumb,1,-18.0,"[0, -0.0, 2.0, -2.0, -0.0, -0.0, -0.0, -4.0, -0.0, -2.0, -2.0, -0.0, -2.0, -2.0, -2.0, -6.0, -4.0, -10.0, -10.0, -8.0, -12.0, -18.0, -8.0, -2.0, -4.0, -4.0, -8.0, 6.0, -0.0, -2.0, -18.0]"
74,1,Exploration,5,35.0,"[0, 3.0, 3.0, 3.0, 3.0, 1.0, 1.0, 5.0, 5.0, 7.0, 9.0, 7.0, 3.0, 5.0, 11.0, 3.0, -1.0, 3.0, -1.0, 1.0, -3.0, 7.0, 7.0, 17.0, 25.0, 31.0, 31.0, 31.0, 27.0, 23.0, 35.0]"
75,2,Dumb,1,-30.0,"[0, -0.0, -0.0, -0.0, 2.0, 2.0, 2.0, -2.0, -2.0, -4.0, -4.0, 2.0, 2.0, -2.0, 6.0, 6.0, 4.0, 6.0, 6.0, 8.0, 6.0, -0.0, -2.0, -12.0, -20.0, -22.0, -14.0, -20.0, -16.0, -20.0, -30.0]"
76,1,Exploration,5,17.0,"[0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 7.0, 9.0, 5.0, 3.0, 7.0, 9.0, 9.0, 5.0, 3.0, 7.0, 7.0, 5.0, 13.0, 23.0, 17.0, 21.0, 21.0, 25.0, 27.0, 23.0, 23.0, 17.0]"
77,2,Dumb,1,-12.0,"[0, -0.0, 2.0, 2.0, 6.0, 2.0, 6.0, -0.0, -0.0, -2.0, -0.0, 2.0, -0.0, -4.0, -2.0, -2.0, 2.0, -0.0, -4.0, 8.0, -2.0, -10.0, -12.0, -14.0, -14.0, -12.0, -18.0, -20.0, -20.0, -4.0, -12.0]"
78,1,Exploration,5,19.0,"[0, 3.0, 3.0, 5.0, 3.0, 3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 1.0, 3.0, 7.0, 11.0, 7.0, 7.0, 3.0, 7.0, 9.0, 17.0, 11.0, 13.0, 15.0, 19.0, 23.0, 17.0, 17.0, 13.0, 11.0, 19.0]"
79,2,Dumb,1,-16.0,"[0, -0.0, 2.0, -0.0, -0.0, 2.0, -0.0, -0.0, 6.0, -0.0, 6.0, 6.0, -0.0, -4.0, -2.0, -0.0, -0.0, 2.0, -2.0, -4.0, -6.0, -2.0, -2.0, -8.0, -14.0, -14.0, -10.0, -10.0, -4.0, -8.0, -16.0]"
80,1,Exploration,5,5.0,"[0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 1.0, 3.0, 5.0, 5.0, 5.0, 7.0, 9.0, 15.0, 9.0, 9.0, 7.0, 13.0, 11.0, 11.0, 15.0, 5.0, 7.0, 11.0, 19.0, 13.0, 3.0, 5.0, 3.0, 5.0]"
81,2,Dumb,1,12.0,"[0, -0.0, 2.0, -2.0, -2.0, -0.0, 4.0, 4.0, -0.0, -0.0, -0.0, -0.0, -2.0, -6.0, -0.0, -2.0, -0.0, -4.0, -4.0, -2.0, -2.0, -0.0, -2.0, -4.0, -4.0, -10.0, 2.0, -0.0, 6.0, 10.0, 12.0]"
