,Id_joueur,Strategy,Max_Score,History
11,2,Dumb,32,"[3, 4, 6, 8, 8, 9, 10, 13, 14, 15, 16, 17, 18, 18, 18, 21, 21, 19, 20, 21, 21, 22, 20, 20, 23, 24, 30, 32, 34, 32]"
12,1,Dumb,49,"[4, 5, 5, 6, 7, 9, 10, 11, 12, 11, 13, 16, 18, 18, 20, 25, 25, 26, 30, 31, 33, 36, 39, 40, 42, 43, 45, 47, 49, 49]"
13,2,Dumb,21,"[3, 5, 6, 7, 8, 8, 9, 10, 14, 14, 14, 13, 15, 15, 15, 13, 17, 15, 13, 14, 14, 13, 12, 15, 13, 14, 16, 16, 15, 21]"
14,1,Dumb,39,"[4, 5, 6, 8, 9, 10, 11, 10, 12, 13, 16, 16, 17, 18, 20, 21, 20, 20, 20, 21, 21, 22, 21, 23, 21, 24, 26, 34, 37, 39]"
15,2,Dumb,30,"[3, 4, 5, 5, 6, 8, 10, 11, 11, 12, 13, 14, 15, 16, 16, 19, 22, 25, 23, 25, 27, 31, 30, 34, 35, 34, 33, 27, 28, 30]"
16,1,Dumb,39,"[4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 14, 14, 13, 13, 17, 18, 19, 22, 26, 28, 28, 28, 27, 28, 29, 29, 36, 38, 37, 39]"
17,2,Dumb,34,"[3, 4, 5, 5, 6, 6, 7, 9, 9, 12, 14, 17, 20, 20, 18, 19, 20, 19, 17, 18, 20, 25, 25, 25, 28, 29, 23, 25, 30, 34]"
18,1,Dumb,38,"[4, 5, 5, 6, 7, 7, 8, 9, 9, 8, 9, 10, 12, 13, 14, 17, 19, 24, 25, 27, 30, 30, 30, 29, 29, 35, 34, 40, 37, 38]"
19,2,Dumb,27,"[3, 5, 6, 7, 9, 10, 11, 15, 17, 17, 18, 20, 19, 20, 21, 20, 20, 20, 18, 19, 18, 22, 24, 27, 26, 24, 26, 26, 31, 27]"
20,1,Dumb,26,"[4, 5, 8, 9, 10, 11, 13, 13, 13, 14, 15, 16, 16, 17, 18, 18, 18, 18, 20, 22, 25, 25, 24, 23, 22, 25, 27, 26, 27, 26]"
21,2,Dumb,40,"[3, 4, 3, 5, 5, 7, 7, 9, 10, 11, 12, 14, 15, 16, 18, 20, 22, 25, 23, 23, 23, 26, 29, 33, 35, 38, 34, 35, 38, 40]"
22,1,Dumb,27,"[4, 5, 6, 6, 8, 7, 8, 10, 11, 10, 10, 9, 9, 12, 14, 15, 18, 20, 22, 21, 23, 25, 26, 26, 27, 26, 24, 22, 23, 27]"
23,2,Dumb,39,"[3, 4, 6, 7, 10, 10, 11, 11, 14, 16, 19, 22, 22, 21, 23, 22, 21, 23, 23, 26, 26, 25, 26, 28, 33, 34, 38, 42, 42, 39]"
24,1,Dumb,20,"[4, 6, 7, 8, 9, 10, 12, 13, 14, 18, 17, 17, 19, 18, 16, 21, 22, 26, 27, 26, 28, 25, 20, 20, 22, 18, 17, 19, 16, 20]"
25,2,Dumb,47,"[3, 3, 4, 5, 6, 7, 7, 8, 10, 9, 11, 12, 14, 18, 19, 16, 17, 18, 20, 19, 23, 31, 33, 33, 40, 43, 42, 46, 47, 47]"
26,1,Dumb,34,"[4, 5, 6, 7, 7, 9, 10, 10, 10, 9, 12, 11, 9, 9, 11, 15, 17, 18, 20, 23, 24, 24, 25, 25, 23, 29, 32, 35, 36, 34]"
27,2,Dumb,34,"[3, 4, 5, 7, 8, 10, 10, 13, 15, 17, 18, 21, 23, 24, 24, 22, 22, 23, 23, 22, 25, 25, 27, 33, 32, 28, 27, 27, 30, 34]"
28,1,Dumb,27,"[4, 5, 8, 8, 8, 10, 8, 9, 10, 10, 10, 11, 11, 13, 14, 16, 18, 18, 15, 16, 20, 21, 22, 23, 23, 23, 29, 29, 28, 27]"
29,2,Dumb,38,"[3, 4, 4, 6, 7, 10, 11, 12, 14, 16, 17, 19, 21, 20, 21, 23, 23, 27, 28, 29, 30, 29, 29, 34, 33, 35, 31, 34, 38, 38]"
30,1,Dumb,31,"[4, 5, 6, 9, 10, 11, 12, 13, 14, 17, 17, 17, 17, 17, 18, 19, 19, 20, 27, 29, 29, 31, 27, 32, 33, 32, 36, 33, 31, 31]"
31,2,Dumb,34,"[3, 4, 5, 5, 6, 6, 7, 8, 9, 9, 11, 13, 15, 16, 17, 19, 20, 21, 18, 17, 19, 23, 24, 22, 27, 26, 27, 32, 35, 34]"
32,1,Dumb,35,"[4, 5, 5, 7, 8, 11, 12, 14, 16, 16, 18, 19, 17, 21, 19, 21, 22, 22, 28, 30, 33, 34, 31, 29, 29, 32, 33, 33, 37, 35]"
33,2,Dumb,33,"[3, 5, 6, 6, 7, 6, 7, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 19, 16, 15, 14, 19, 24, 26, 28, 27, 30, 28, 30, 33]"
34,1,Dumb,31,"[4, 5, 7, 9, 10, 12, 13, 14, 17, 18, 18, 19, 20, 21, 23, 24, 24, 24, 29, 31, 29, 29, 32, 31, 27, 26, 28, 27, 31, 31]"
35,2,Dumb,37,"[3, 4, 4, 4, 6, 6, 6, 7, 6, 8, 9, 10, 11, 13, 12, 14, 16, 18, 14, 17, 19, 21, 21, 27, 31, 31, 36, 36, 39, 37]"
36,1,Dumb,38,"[4, 5, 6, 6, 7, 7, 11, 13, 15, 15, 16, 19, 20, 22, 21, 24, 24, 27, 28, 28, 30, 32, 34, 40, 42, 41, 40, 37, 38]"
37,2,Dumb,31,"[3, 4, 6, 7, 9, 10, 9, 8, 9, 10, 11, 10, 12, 13, 15, 14, 15, 14, 17, 18, 17, 18, 17, 13, 15, 19, 23, 27, 31]"
38,1,Dumb,40,"[4, 5, 5, 7, 10, 11, 9, 10, 13, 14, 16, 16, 16, 19, 17, 21, 21, 24, 23, 22, 20, 17, 18, 18, 26, 30, 34, 38, 41, 40]"
39,2,Dumb,31,"[3, 5, 7, 6, 5, 9, 10, 11, 10, 11, 12, 15, 16, 17, 18, 17, 19, 21, 22, 27, 31, 32, 34, 37, 29, 27, 25, 24, 26, 31]"
40,1,Dumb,44,"[4, 5, 6, 7, 9, 9, 10, 9, 9, 12, 14, 17, 19, 17, 20, 21, 23, 21, 24, 24, 27, 30, 29, 29, 34, 36, 37, 40, 42, 44]"
41,2,Dumb,26,"[3, 4, 5, 6, 7, 8, 11, 13, 14, 13, 13, 12, 16, 18, 17, 16, 20, 21, 21, 24, 20, 22, 24, 24, 21, 23, 27, 26, 22, 26]"
42,1,Dumb,30,"[4, 5, 6, 6, 7, 8, 10, 9, 11, 13, 15, 16, 15, 18, 20, 23, 24, 26, 27, 27, 28, 27, 26, 22, 22, 27, 24, 28, 28, 30]"
43,2,Dumb,39,"[3, 4, 6, 7, 8, 9, 12, 12, 12, 12, 12, 15, 17, 15, 15, 14, 15, 19, 18, 20, 21, 29, 30, 34, 33, 34, 39, 39, 38, 39]"
44,1,Dumb,31,"[4, 5, 6, 9, 10, 10, 13, 13, 14, 15, 14, 14, 15, 18, 18, 22, 23, 25, 29, 26, 31, 33, 36, 39, 36, 32, 33, 33, 33, 31]"
45,2,Dumb,37,"[3, 4, 5, 4, 6, 9, 7, 8, 10, 12, 14, 15, 16, 18, 17, 15, 16, 17, 19, 20, 20, 16, 15, 18, 24, 26, 27, 30, 34, 37]"
46,1,Dumb,26,"[4, 5, 5, 6, 7, 8, 8, 8, 8, 11, 13, 10, 13, 13, 17, 18, 19, 21, 22, 21, 20, 22, 24, 26, 27, 22, 25, 28, 28, 26]"
47,2,Dumb,42,"[3, 5, 7, 8, 8, 11, 12, 15, 15, 14, 18, 19, 19, 20, 18, 20, 20, 20, 24, 27, 29, 28, 27, 30, 35, 38, 34, 41, 39, 42]"
48,1,Dumb,29,"[4, 5, 6, 7, 8, 7, 8, 10, 13, 17, 19, 19, 22, 19, 21, 22, 24, 23, 21, 21, 25, 27, 25, 25, 29, 30, 31, 25, 29, 29]"
49,2,Dumb,39,"[3, 4, 5, 6, 10, 11, 11, 11, 10, 8, 9, 11, 13, 14, 14, 15, 17, 21, 23, 25, 23, 25, 27, 28, 27, 27, 37, 38, 37, 39]"
50,1,Dumb,41,"[4, 5, 6, 7, 6, 8, 9, 10, 11, 13, 16, 18, 17, 18, 19, 22, 24, 26, 25, 26, 28, 31, 29, 30, 37, 38, 42, 42, 40, 41]"
51,2,Dumb,24,"[3, 4, 5, 8, 9, 9, 10, 12, 12, 13, 11, 14, 14, 18, 16, 15, 15, 18, 18, 19, 21, 23, 23, 23, 19, 23, 19, 22, 23, 24]"
52,1,Dumb,40,"[4, 5, 6, 7, 8, 9, 10, 11, 13, 12, 11, 14, 15, 15, 16, 17, 18, 20, 22, 26, 27, 27, 32, 34, 36, 37, 35, 38, 36, 40]"
53,2,Dumb,25,"[3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 16, 15, 19, 19, 19, 20, 23, 21, 21, 19, 22, 22, 23, 21, 20, 23, 27, 27, 28, 25]"
54,1,Dumb,27,"[4, 5, 6, 8, 7, 10, 14, 15, 17, 17, 16, 18, 23, 26, 24, 24, 24, 27, 22, 21, 21, 24, 25, 22, 23, 22, 21, 27, 29, 27]"
55,2,Dumb,41,"[3, 4, 5, 7, 8, 7, 5, 6, 7, 10, 11, 11, 8, 10, 12, 16, 15, 21, 23, 25, 26, 27, 30, 34, 39, 38, 38, 34, 37, 41]"
56,1,Dumb,27,"[4, 6, 7, 7, 7, 9, 9, 9, 9, 9, 11, 13, 14, 17, 18, 21, 21, 22, 21, 23, 24, 28, 30, 32, 32, 29, 31, 26, 28, 27]"
57,2,Dumb,37,"[3, 3, 5, 7, 9, 9, 11, 14, 15, 17, 16, 16, 17, 16, 17, 21, 18, 22, 22, 25, 24, 21, 21, 23, 27, 28, 34, 39, 37]"
58,1,Dumb,37,"[4, 5, 5, 5, 5, 7, 8, 9, 11, 13, 12, 14, 18, 23, 27, 28, 28, 30, 26, 26, 26, 28, 26, 25, 27, 24, 28, 30, 26, 37]"
59,2,Dumb,28,"[3, 5, 7, 9, 11, 11, 12, 12, 14, 14, 16, 15, 13, 10, 8, 11, 11, 16, 18, 21, 24, 24, 27, 28, 32, 33, 31, 36, 37, 28]"
60,1,Dumb,18,"[4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 17, 19, 18, 18, 17, 19, 23, 24, 21, 21, 21, 21, 22, 19, 21, 22, 20, 18]"
61,2,Dumb,48,"[3, 4, 5, 6, 7, 7, 8, 9, 10, 10, 13, 13, 16, 16, 19, 22, 22, 22, 20, 26, 28, 29, 32, 33, 38, 40, 38, 44, 48]"
62,1,Dumb,36,"[4, 5, 6, 6, 7, 8, 9, 12, 14, 15, 16, 18, 17, 17, 21, 21, 21, 24, 24, 26, 27, 29, 31, 31, 35, 35, 38, 37, 35, 36]"
63,2,Dumb,30,"[3, 4, 6, 7, 8, 9, 10, 9, 9, 11, 12, 13, 15, 16, 15, 17, 18, 21, 20, 22, 20, 23, 21, 22, 22, 22, 24, 28, 31, 30]"
64,1,Dumb,30,"[4, 5, 6, 8, 10, 11, 14, 15, 15, 17, 15, 16, 17, 18, 18, 22, 22, 25, 24, 30, 28, 24, 23, 23, 24, 26, 26, 30, 28, 30]"
65,2,Dumb,36,"[3, 4, 5, 5, 5, 6, 5, 7, 9, 11, 12, 13, 14, 16, 17, 16, 17, 18, 19, 18, 24, 28, 32, 31, 32, 33, 35, 34, 36]"
66,1,Dumb,42,"[4, 5, 6, 7, 6, 7, 8, 9, 13, 14, 15, 15, 15, 17, 16, 17, 19, 23, 23, 29, 29, 29, 32, 38, 38, 39, 40, 45, 43, 42]"
67,2,Dumb,26,"[3, 4, 5, 8, 9, 10, 11, 12, 10, 12, 13, 16, 17, 18, 19, 20, 20, 19, 20, 18, 19, 20, 19, 16, 17, 18, 19, 21, 22, 26]"
68,1,Dumb,29,"[4, 5, 6, 6, 9, 9, 8, 6, 10, 11, 10, 14, 15, 16, 17, 20, 17, 18, 23, 25, 26, 27, 26, 27, 28, 24, 25, 30, 29]"
69,2,Dumb,35,"[3, 4, 6, 7, 7, 11, 14, 15, 13, 17, 17, 15, 17, 19, 18, 21, 23, 24, 21, 22, 23, 26, 26, 26, 33, 34, 36, 35]"
70,1,Dumb,38,"[4, 5, 6, 7, 8, 8, 10, 12, 12, 12, 12, 12, 13, 16, 16, 16, 18, 21, 22, 20, 22, 28, 32, 31, 31, 33, 34, 38, 34, 38]"
71,2,Dumb,31,"[3, 4, 5, 6, 8, 9, 9, 10, 12, 15, 16, 18, 18, 19, 20, 21, 22, 21, 24, 26, 25, 24, 21, 23, 28, 26, 26, 29, 31]"
72,1,Dumb,34,"[4, 5, 6, 7, 8, 9, 8, 10, 11, 12, 12, 14, 14, 16, 18, 20, 22, 22, 23, 24, 26, 25, 27, 29, 29, 30, 31, 29, 34]"
73,2,Dumb,29,"[3, 4, 5, 6, 8, 10, 11, 11, 12, 14, 15, 17, 17, 17, 17, 17, 18, 19, 21, 21, 23, 26, 26, 25, 26, 27, 31, 34, 29]"
74,1,Dumb,27,"[4, 5, 6, 9, 10, 10, 11, 12, 16, 18, 16, 18, 18, 19, 19, 20, 18, 21, 28, 27, 28, 28, 28, 28, 28, 28, 29, 30, 28, 27]"
75,2,Dumb,40,"[3, 4, 5, 4, 6, 7, 8, 9, 7, 10, 11, 14, 13, 16, 16, 20, 21, 20, 19, 21, 20, 22, 25, 26, 28, 29, 33, 34, 40, 40]"
76,1,Dumb,36,"[4, 5, 8, 8, 7, 7, 10, 12, 14, 15, 18, 20, 21, 21, 20, 19, 21, 16, 16, 19, 20, 23, 23, 24, 20, 23, 24, 29, 31, 36]"
77,2,Dumb,31,"[3, 4, 4, 7, 9, 10, 9, 10, 9, 11, 9, 9, 11, 15, 17, 18, 24, 26, 27, 26, 29, 28, 28, 34, 38, 34, 36, 32, 35, 31]"
78,1,Dumb,38,"[4, 5, 7, 8, 8, 8, 10, 13, 14, 14, 14, 18, 18, 18, 18, 18, 19, 23, 27, 28, 25, 25, 31, 36, 37, 38, 38, 38, 38]"
79,2,Dumb,28,"[3, 4, 4, 6, 8, 9, 9, 8, 11, 12, 13, 12, 14, 16, 18, 19, 20, 18, 17, 23, 23, 24, 23, 17, 18, 23, 24, 26, 28]"
80,1,Dumb,42,"[4, 6, 7, 7, 10, 13, 12, 12, 14, 17, 18, 19, 18, 19, 20, 20, 21, 21, 18, 19, 21, 24, 29, 33, 36, 37, 40, 41, 41, 42]"
81,2,Dumb,22,"[3, 3, 5, 6, 5, 6, 8, 9, 9, 8, 9, 12, 13, 14, 17, 18, 21, 25, 25, 26, 26, 26, 22, 20, 19, 23, 20, 23, 22]"
82,1,Dumb,27,"[4, 5, 6, 7, 10, 10, 11, 13, 13, 13, 13, 17, 18, 16, 18, 19, 20, 22, 16, 20, 22, 25, 27, 33, 30, 33, 29, 25, 26, 27]"
83,2,Dumb,43,"[3, 4, 5, 6, 6, 7, 10, 9, 11, 14, 14, 12, 16, 17, 18, 19, 19, 26, 27, 25, 25, 26, 24, 24, 25, 30, 36, 37, 40, 43]"
84,1,Dumb,36,"[4, 5, 7, 8, 9, 10, 14, 15, 16, 16, 16, 18, 19, 20, 20, 20, 21, 21, 23, 28, 31, 32, 32, 32, 31, 31, 33, 34, 35, 36]"
85,2,Dumb,28,"[3, 4, 4, 6, 7, 7, 5, 6, 8, 10, 14, 11, 12, 14, 16, 17, 21, 21, 20, 19, 16, 19, 20, 24, 25, 26, 27, 30, 28]"
86,1,Dumb,25,"[4, 6, 7, 7, 7, 8, 9, 11, 11, 11, 10, 14, 16, 13, 15, 18, 20, 19, 20, 23, 25, 28, 28, 25, 29, 27, 28, 31, 26, 25]"
87,2,Dumb,41,"[3, 3, 5, 7, 9, 10, 10, 12, 16, 16, 17, 16, 19, 23, 21, 21, 21, 22, 24, 22, 24, 24, 28, 28, 29, 32, 32, 37, 42, 41]"
88,1,Dumb,38,"[4, 5, 8, 9, 9, 9, 10, 10, 13, 14, 16, 16, 17, 18, 22, 23, 24, 24, 25, 26, 29, 29, 31, 32, 32, 33, 35, 39, 36, 38]"
89,2,Dumb,29,"[3, 4, 3, 5, 7, 8, 11, 12, 10, 11, 12, 13, 14, 15, 13, 16, 17, 20, 18, 20, 19, 20, 20, 25, 23, 25, 24, 28, 29, 29]"
90,1,Dumb,34,"[4, 5, 6, 6, 7, 8, 9, 9, 11, 13, 13, 17, 15, 17, 18, 17, 16, 17, 20, 20, 22, 23, 22, 20, 22, 28, 32, 36, 34]"
91,2,Dumb,29,"[3, 4, 6, 7, 8, 10, 11, 12, 12, 13, 15, 15, 18, 17, 19, 24, 23, 24, 24, 29, 25, 28, 33, 33, 33, 29, 28, 29, 29]"
92,1,Dumb,31,"[4, 6, 7, 7, 9, 10, 8, 9, 12, 14, 15, 13, 14, 14, 14, 19, 21, 21, 24, 24, 25, 28, 32, 28, 30, 34, 30, 32, 32, 31]"
93,2,Dumb,37,"[3, 3, 5, 7, 6, 10, 12, 12, 11, 11, 15, 17, 18, 20, 21, 19, 19, 20, 22, 21, 24, 22, 24, 25, 25, 28, 29, 30, 34, 37]"
94,1,Dumb,41,"[4, 5, 6, 8, 9, 8, 10, 10, 8, 10, 12, 16, 17, 17, 19, 21, 23, 22, 25, 24, 25, 25, 23, 25, 26, 30, 38, 40, 40, 41]"
95,2,Dumb,24,"[3, 4, 5, 5, 9, 9, 10, 14, 15, 15, 15, 13, 15, 17, 17, 17, 18, 20, 20, 21, 23, 28, 29, 30, 29, 27, 24, 23, 27, 24]"
96,1,Dumb,31,"[4, 5, 6, 7, 8, 9, 9, 10, 12, 11, 11, 12, 14, 14, 17, 22, 22, 23, 21, 21, 21, 21, 24, 25, 23, 23, 26, 29, 30, 31]"
97,2,Dumb,38,"[3, 4, 5, 6, 7, 9, 10, 11, 13, 15, 17, 18, 19, 20, 19, 17, 17, 21, 23, 26, 27, 29, 30, 31, 33, 35, 34, 33, 33, 38]"
98,1,Dumb,34,"[4, 5, 5, 4, 5, 9, 10, 10, 13, 14, 15, 16, 15, 19, 18, 18, 22, 22, 27, 26, 31, 30, 28, 31, 35, 36, 35, 35, 34, 34]"
99,2,Dumb,37,"[3, 5, 8, 9, 10, 8, 10, 11, 11, 11, 14, 16, 16, 16, 18, 19, 18, 20, 21, 20, 18, 22, 24, 25, 20, 24, 25, 32, 31, 37]"
100,1,Dumb,35,"[4, 6, 6, 7, 8, 8, 10, 11, 13, 13, 17, 17, 17, 18, 19, 22, 20, 20, 21, 23, 24, 26, 23, 26, 26, 21, 23, 26, 34, 35]"
101,2,Dumb,31,"[3, 4, 5, 6, 8, 9, 9, 10, 12, 12, 11, 14, 14, 17, 16, 18, 21, 21, 23, 22, 24, 28, 31, 31, 35, 36, 37, 35, 29, 31]"
102,1,Dumb,28,"[4, 5, 6, 8, 9, 9, 10, 11, 11, 13, 14, 14, 13, 14, 15, 16, 17, 16, 14, 15, 16, 20, 24, 28, 27, 26, 28]"
103,2,Dumb,33,"[3, 4, 5, 5, 7, 8, 10, 11, 12, 12, 14, 17, 18, 21, 21, 23, 24, 28, 29, 32, 31, 29, 27, 28, 30, 33]"
104,1,Dumb,38,"[4, 5, 5, 5, 7, 9, 8, 12, 13, 13, 15, 16, 17, 15, 19, 19, 20, 22, 19, 23, 27, 33, 33, 33, 33, 32, 32, 33, 37, 38]"
105,2,Dumb,29,"[3, 5, 7, 8, 8, 10, 11, 9, 11, 12, 14, 14, 17, 21, 17, 18, 20, 24, 25, 23, 20, 20, 21, 22, 26, 28, 29, 28, 30, 29]"
106,1,Dumb,40,"[4, 5, 6, 7, 7, 6, 6, 7, 10, 11, 11, 12, 12, 13, 16, 17, 18, 17, 17, 21, 21, 22, 25, 26, 31, 36, 40, 41, 40, 40]"
107,2,Dumb,26,"[3, 4, 5, 7, 10, 13, 13, 14, 13, 15, 16, 18, 20, 20, 19, 24, 23, 26, 26, 25, 28, 27, 27, 27, 25, 21, 19, 23, 24, 26]"
108,1,Dumb,33,"[4, 5, 5, 6, 9, 9, 8, 9, 9, 11, 12, 16, 15, 16, 20, 21, 20, 19, 18, 18, 18, 16, 12, 14, 16, 22, 25, 26, 32, 33]"
109,2,Dumb,32,"[3, 5, 6, 7, 7, 10, 12, 13, 14, 14, 16, 15, 16, 19, 16, 19, 22, 24, 26, 30, 33, 39, 40, 39, 39, 36, 37, 35, 32]"
110,1,Dumb,35,"[4, 5, 6, 8, 9, 10, 11, 13, 15, 17, 19, 18, 19, 18, 20, 19, 20, 21, 25, 27, 27, 26, 28, 31, 26, 22, 27, 31, 38, 35]"
111,2,Dumb,34,"[3, 4, 5, 5, 6, 9, 8, 8, 8, 8, 11, 11, 15, 16, 18, 18, 19, 20, 19, 19, 22, 23, 23, 28, 34, 39, 32, 30, 31, 34]"
112,1,Dumb,34,"[4, 6, 6, 7, 8, 10, 11, 12, 13, 12, 13, 14, 17, 17, 19, 18, 19, 19, 18, 21, 28, 26, 25, 26, 23, 27, 26, 31, 33, 34]"
113,2,Dumb,37,"[3, 4, 5, 6, 7, 7, 8, 9, 12, 13, 16, 15, 15, 16, 18, 19, 23, 24, 25, 24, 23, 26, 26, 34, 32, 33, 33, 32, 30, 37]"
114,1,Dumb,39,"[4, 6, 6, 7, 11, 12, 10, 11, 14, 12, 13, 14, 15, 16, 18, 18, 19, 15, 20, 22, 27, 28, 27, 27, 33, 34, 34, 34, 36, 39]"
115,2,Dumb,29,"[3, 4, 5, 6, 4, 8, 9, 11, 12, 15, 14, 15, 18, 17, 18, 19, 25, 27, 25, 23, 22, 23, 25, 26, 26, 26, 27, 30, 28, 29]"
116,1,Dumb,23,"[4, 5, 6, 9, 10, 13, 15, 17, 17, 19, 20, 22, 20, 22, 24, 22, 23, 21, 24, 25, 26, 25, 25, 25, 28, 25, 25, 26, 26, 23]"
117,2,Dumb,46,"[3, 4, 5, 5, 5, 4, 4, 5, 8, 6, 8, 10, 11, 11, 14, 16, 19, 20, 20, 21, 23, 25, 27, 30, 33, 36, 37, 41, 41, 46]"
118,1,Dumb,33,"[4, 5, 6, 7, 8, 9, 13, 14, 16, 18, 18, 18, 20, 20, 23, 23, 23, 21, 26, 25, 22, 22, 27, 30, 30, 31, 32, 33, 33, 33]"
119,2,Dumb,36,"[3, 4, 6, 6, 7, 8, 6, 8, 7, 8, 10, 11, 12, 13, 13, 15, 19, 20, 20, 24, 29, 28, 26, 25, 25, 29, 29, 31, 36]"
120,1,Dumb,35,"[4, 5, 6, 7, 8, 8, 9, 10, 13, 14, 16, 15, 16, 17, 17, 17, 21, 21, 25, 24, 25, 26, 27, 27, 29, 33, 33, 34, 34, 35]"
121,2,Dumb,33,"[3, 4, 6, 6, 8, 9, 11, 11, 10, 12, 13, 15, 16, 19, 19, 20, 20, 20, 23, 23, 22, 25, 29, 27, 26, 28, 27, 29, 32, 33]"
122,1,Dumb,43,"[4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 13, 13, 14, 13, 13, 15, 15, 14, 17, 18, 16, 20, 24, 25, 27, 27, 29, 34, 36, 43]"
123,2,Dumb,23,"[3, 4, 4, 5, 6, 7, 7, 8, 9, 13, 15, 16, 19, 21, 22, 23, 27, 27, 26, 31, 31, 30, 28, 28, 30, 31, 31, 28, 27, 23]"
124,1,Dumb,35,"[4, 5, 7, 10, 10, 8, 8, 9, 9, 11, 11, 12, 13, 13, 16, 17, 20, 22, 20, 20, 21, 23, 33, 34, 30, 32, 33, 27, 29, 35]"
125,2,Dumb,36,"[3, 4, 4, 4, 8, 10, 13, 13, 14, 15, 17, 17, 19, 21, 19, 21, 19, 22, 25, 27, 26, 26, 18, 25, 25, 26, 34, 35, 35, 36]"
126,1,Dumb,20,"[4, 5, 5, 6, 9, 11, 10, 10, 11, 13, 16, 19, 20, 22, 23, 23, 27, 28, 30, 31, 31, 31, 32, 31, 25, 24, 24, 25, 20]"
127,2,Dumb,45,"[3, 5, 7, 7, 6, 8, 10, 11, 12, 12, 11, 10, 11, 13, 13, 14, 12, 15, 13, 15, 17, 19, 21, 29, 33, 34, 37, 42, 45]"
128,1,Dumb,41,"[4, 5, 6, 8, 9, 11, 12, 13, 12, 13, 10, 10, 12, 13, 9, 12, 14, 19, 19, 20, 19, 22, 19, 21, 24, 25, 29, 36, 40, 41]"
129,2,Dumb,24,"[3, 4, 5, 6, 6, 6, 7, 11, 12, 16, 18, 19, 21, 25, 26, 26, 28, 23, 24, 27, 28, 31, 33, 34, 31, 32, 30, 25, 24]"
130,1,Dumb,30,"[4, 5, 7, 8, 9, 10, 11, 12, 13, 13, 14, 16, 17, 18, 19, 21, 20, 21, 21, 21, 24, 25, 27, 28, 29, 32, 34, 32, 33, 30]"
131,2,Dumb,37,"[3, 5, 4, 5, 6, 7, 8, 10, 12, 12, 13, 13, 17, 16, 16, 18, 19, 25, 23, 25, 23, 24, 24, 25, 31, 25, 28, 29, 37, 37]"
132,1,Dumb,38,"[4, 5, 6, 7, 8, 8, 8, 12, 13, 15, 15, 12, 15, 17, 17, 17, 20, 19, 22, 22, 26, 29, 31, 32, 35, 36, 36, 39, 39, 38]"
133,2,Dumb,34,"[3, 4, 5, 6, 8, 10, 11, 9, 10, 11, 17, 17, 16, 17, 19, 21, 21, 23, 22, 23, 21, 20, 20, 22, 21, 25, 25, 28, 28, 34]"
134,1,Dumb,34,"[4, 5, 7, 7, 7, 9, 9, 12, 13, 14, 14, 13, 15, 14, 15, 16, 15, 15, 16, 15, 17, 19, 23, 26, 27, 32, 26, 31, 38, 34]"
