,func,ncalls,ccalls,tottime,cumtime,callers
12,"<code object prod at 0x0000011A2432E500, file ""<__array_function__ internals>"", line 2>",3964,0,0.09718660000000001,0.0069265,"[_lsprof.profiler_subentry(code='<built-in method numpy.core._multiarray_umath.implement_array_function>', callcount=3964, reccallcount=0, totaltime=0.0890718, inlinetime=0.0076698), _lsprof.profiler_subentry(code=<code object _prod_dispatcher at 0x0000011A2430E2F0, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\site-packages\numpy\core\fromnumeric.py"", line 2928>, callcount=3964, reccallcount=0, totaltime=0.0011883, inlinetime=0.0011883)]"
6,"<code object <dictcomp> at 0x0000011A24305660, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\site-packages\numpy\core\fromnumeric.py"", line 70>",3964,0,0.0047533,0.0047533,
41,<built-in method builtins.getattr>,3964,0,0.0038764000000000003,0.0038764000000000003,
11,"<code object _amin at 0x0000011A243105B0, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\site-packages\numpy\core\_methods.py"", line 42>",3431,0,0.07382430000000001,0.0029602,"[_lsprof.profiler_subentry(code=""<method 'reduce' of 'numpy.ufunc' objects>"", callcount=3431, reccallcount=0, totaltime=0.0708641, inlinetime=0.0708641)]"
37,<method 'items' of 'dict' objects>,3964,0,0.0021497,0.0021497,
18,"<code object draw_pawns at 0x0000011A264AE870, file ""c:\Users\iTreek\Documents\Formation\Othello\GUI_pygame.py"", line 34>",18,0,0.059987000000000006,0.0018408,"[_lsprof.profiler_subentry(code='<built-in method pygame.draw.circle>', callcount=486, reccallcount=0, totaltime=0.0018328, inlinetime=0.0018328), _lsprof.profiler_subentry(code='<built-in method pygame.display.flip>', callcount=243, reccallcount=0, totaltime=0.056313400000000007, inlinetime=0.056313400000000007)]"
45,<built-in method pygame.draw.circle>,486,0,0.0018328,0.0018328,
8,"<code object _prod_dispatcher at 0x0000011A2430E2F0, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\site-packages\numpy\core\fromnumeric.py"", line 2928>",3964,0,0.0011883,0.0011883,
32,<method 'max' of 'numpy.ndarray' objects>,533,0,0.0039397,0.0006649000000000001,"[_lsprof.profiler_subentry(code=<code object _amax at 0x0000011A24310500, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\site-packages\numpy\core\_methods.py"", line 38>, callcount=533, reccallcount=0, totaltime=0.0032748, inlinetime=0.000366)]"
10,"<code object _amax at 0x0000011A24310500, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\site-packages\numpy\core\_methods.py"", line 38>",533,0,0.0032748,0.000366,"[_lsprof.profiler_subentry(code=""<method 'reduce' of 'numpy.ufunc' objects>"", callcount=533, reccallcount=0, totaltime=0.0029088, inlinetime=0.0029088)]"
0,"<code object Deroulement_tour_bot at 0x0000011A224DA190, file ""c:\Users\iTreek\Documents\Formation\Othello\main.py"", line 56>",18,0,185.77245720000002,0.00026490000000000004,"[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=18, reccallcount=0, totaltime=3.9e-06, inlinetime=3.9e-06), _lsprof.profiler_subentry(code=<code object Get_all_permutationAble_squares at 0x0000011A264D6710, file ""c:\Users\iTreek\Documents\Formation\Othello\engine_file.py"", line 67>, callcount=18, reccallcount=0, totaltime=0.016223, inlinetime=0.0016594000000000001), _lsprof.profiler_subentry(code='<built-in method pygame.base.quit>', callcount=1, reccallcount=0, totaltime=0.0287922, inlinetime=0.0287922), _lsprof.profiler_subentry(code=<code object Make_move at 0x0000011A264D2DF0, file ""c:\Users\iTreek\Documents\Formation\Othello\Player_file.py"", line 79>, callcount=18, reccallcount=0, totaltime=185.658645, inlinetime=7.8e-05), _lsprof.profiler_subentry(code=<code object update_screen_board at 0x0000011A264DAEA0, file ""c:\Users\iTreek\Documents\Formation\Othello\GUI_pygame.py"", line 54>, callcount=18, reccallcount=0, totaltime=0.0685282, inlinetime=0.0001162)]"
21,"<code object Make_move_exploration at 0x0000011A264D60E0, file ""c:\Users\iTreek\Documents\Formation\Othello\Player_file.py"", line 107>",18,0,185.658567,0.0001942,"[_lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=18, reccallcount=0, totaltime=4.7e-06, inlinetime=4.7e-06), _lsprof.profiler_subentry(code=<code object verify_move at 0x0000011A264D63A0, file ""c:\Users\iTreek\Documents\Formation\Othello\engine_file.py"", line 8>, callcount=18, reccallcount=0, totaltime=0.0005287, inlinetime=2.0600000000000003e-05), _lsprof.profiler_subentry(code=<code object __init__ at 0x0000011A24BA2500, file ""c:\Users\iTreek\Documents\Formation\Othello\pawn_file.py"", line 8>, callcount=18, reccallcount=0, totaltime=4.2000000000000004e-06, inlinetime=4.2000000000000004e-06), _lsprof.profiler_subentry(code=<code object Explore_moves at 0x0000011A264DA450, file ""c:\Users\iTreek\Documents\Formation\Othello\Exploration_part.py"", line 84>, callcount=18, reccallcount=0, totaltime=185.64577540000002, inlinetime=0.0015224000000000001), _lsprof.profiler_subentry(code=<code object Count_score at 0x0000011A264D6660, file ""c:\Users\iTreek\Documents\Formation\Othello\engine_file.py"", line 60>, callcount=18, reccallcount=0, totaltime=0.011874500000000001, inlinetime=0.011874500000000001), _lsprof.profiler_subentry(code=<code object Inverts_pawns at 0x0000011A264D6500, file ""c:\Users\iTreek\Documents\Formation\Othello\engine_file.py"", line 44>, callcount=18, reccallcount=0, totaltime=3.15e-05, inlinetime=1.9200000000000003e-05), _lsprof.profiler_subentry(code=<code object place_pawn at 0x0000011A224EBF50, file ""c:\Users\iTreek\Documents\Formation\Othello\board_file.py"", line 14>, callcount=18, reccallcount=0, totaltime=8.060000000000001e-05, inlinetime=5.3400000000000004e-05), _lsprof.profiler_subentry(code=<code object Convert_coord_to_string at 0x0000011A24BA2EA0, file ""c:\Users\iTreek\Documents\Formation\Othello\utils.py"", line 12>, callcount=18, reccallcount=0, totaltime=7.32e-05, inlinetime=7.32e-05)]"
30,"<code object update_screen_board at 0x0000011A264DAEA0, file ""c:\Users\iTreek\Documents\Formation\Othello\GUI_pygame.py"", line 54>",18,0,0.0685282,0.0001162,"[_lsprof.profiler_subentry(code=<code object draw_pawns at 0x0000011A264AE870, file ""c:\Users\iTreek\Documents\Formation\Othello\GUI_pygame.py"", line 34>, callcount=18, reccallcount=0, totaltime=0.059987000000000006, inlinetime=0.0018408), _lsprof.profiler_subentry(code='<built-in method pygame.event.get>', callcount=18, reccallcount=0, totaltime=0.008425, inlinetime=0.008425)]"
1,"<code object main_pygame at 0x0000011A224EBB30, file ""c:\Users\iTreek\Documents\Formation\Othello\main.py"", line 102>",1,0,185.7725517,9.45e-05,"[_lsprof.profiler_subentry(code=<code object Deroulement_tour_bot at 0x0000011A224DA190, file ""c:\Users\iTreek\Documents\Formation\Othello\main.py"", line 56>, callcount=18, reccallcount=0, totaltime=185.77245720000002, inlinetime=0.00026490000000000004)]"
20,"<code object Make_move at 0x0000011A264D2DF0, file ""c:\Users\iTreek\Documents\Formation\Othello\Player_file.py"", line 79>",18,0,185.658645,7.8e-05,"[_lsprof.profiler_subentry(code=<code object Make_move_exploration at 0x0000011A264D60E0, file ""c:\Users\iTreek\Documents\Formation\Othello\Player_file.py"", line 107>, callcount=18, reccallcount=0, totaltime=185.658567, inlinetime=0.0001942)]"
27,"<code object Score at 0x0000011A264DA240, file ""c:\Users\iTreek\Documents\Formation\Othello\Exploration_part.py"", line 26>",171,0,5.22e-05,5.22e-05,
31,"<code object __exit__ at 0x0000011A2672BEA0, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\cProfile.py"", line 133>",1,0,7.9e-06,7.6e-06,"[_lsprof.profiler_subentry(code=""<method 'disable' of '_lsprof.Profiler' objects>"", callcount=1, reccallcount=0, totaltime=3.0000000000000004e-07, inlinetime=3.0000000000000004e-07)]"
43,<method 'disable' of '_lsprof.Profiler' objects>,1,0,3.0000000000000004e-07,3.0000000000000004e-07,
