,func,ncalls,ccalls,tottime,cumtime,callers
18,"<code object draw_pawns at 0x0000011A264AE870, file ""c:\Users\iTreek\Documents\Formation\Othello\GUI_pygame.py"", line 34>",18,0,0.0784205,0.0022035,"[_lsprof.profiler_subentry(code='<built-in method pygame.display.flip>', callcount=243, reccallcount=0, totaltime=0.0740978, inlinetime=0.0740978), _lsprof.profiler_subentry(code='<built-in method pygame.draw.circle>', callcount=486, reccallcount=0, totaltime=0.0021192000000000003, inlinetime=0.0021192000000000003)]"
45,<built-in method pygame.draw.circle>,486,0,0.0021192000000000003,0.0021192000000000003,
8,"<code object _prod_dispatcher at 0x0000011A2430E2F0, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\site-packages\numpy\core\fromnumeric.py"", line 2928>",3964,0,0.0013719000000000001,0.0013719000000000001,
32,<method 'max' of 'numpy.ndarray' objects>,533,0,0.004138500000000001,0.0006850000000000001,"[_lsprof.profiler_subentry(code=<code object _amax at 0x0000011A24310500, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\site-packages\numpy\core\_methods.py"", line 38>, callcount=533, reccallcount=0, totaltime=0.0034535000000000004, inlinetime=0.00038060000000000004)]"
10,"<code object _amax at 0x0000011A24310500, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\site-packages\numpy\core\_methods.py"", line 38>",533,0,0.0034535000000000004,0.00038060000000000004,"[_lsprof.profiler_subentry(code=""<method 'reduce' of 'numpy.ufunc' objects>"", callcount=533, reccallcount=0, totaltime=0.0030729000000000004, inlinetime=0.0030729000000000004)]"
46,<built-in method pygame.event.get>,18,0,0.00037140000000000003,0.00037140000000000003,
0,"<code object Deroulement_tour_bot at 0x0000011A224DA190, file ""c:\Users\iTreek\Documents\Formation\Othello\main.py"", line 56>",18,0,197.00861030000002,0.00022060000000000002,"[_lsprof.profiler_subentry(code=<code object Get_all_permutationAble_squares at 0x0000011A264D6710, file ""c:\Users\iTreek\Documents\Formation\Othello\engine_file.py"", line 67>, callcount=18, reccallcount=0, totaltime=0.016114200000000002, inlinetime=0.0015285000000000001), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=18, reccallcount=0, totaltime=2.9e-06, inlinetime=2.9e-06), _lsprof.profiler_subentry(code=<code object update_screen_board at 0x0000011A264DAEA0, file ""c:\Users\iTreek\Documents\Formation\Othello\GUI_pygame.py"", line 54>, callcount=18, reccallcount=0, totaltime=0.0788788, inlinetime=8.690000000000001e-05), _lsprof.profiler_subentry(code='<built-in method pygame.base.quit>', callcount=1, reccallcount=0, totaltime=0.030173300000000004, inlinetime=0.030173300000000004), _lsprof.profiler_subentry(code=<code object Make_move at 0x0000011A264D2DF0, file ""c:\Users\iTreek\Documents\Formation\Othello\Player_file.py"", line 79>, callcount=18, reccallcount=0, totaltime=196.88322050000002, inlinetime=7.99e-05)]"
21,"<code object Make_move_exploration at 0x0000011A264D60E0, file ""c:\Users\iTreek\Documents\Formation\Othello\Player_file.py"", line 107>",18,0,196.88314060000002,0.00021520000000000003,"[_lsprof.profiler_subentry(code=<code object Explore_moves at 0x0000011A264DA450, file ""c:\Users\iTreek\Documents\Formation\Othello\Exploration_part.py"", line 84>, callcount=18, reccallcount=0, totaltime=196.87028980000002, inlinetime=0.0015263000000000002), _lsprof.profiler_subentry(code=<code object verify_move at 0x0000011A264D63A0, file ""c:\Users\iTreek\Documents\Formation\Othello\engine_file.py"", line 8>, callcount=18, reccallcount=0, totaltime=0.000572, inlinetime=2.15e-05), _lsprof.profiler_subentry(code=<code object __init__ at 0x0000011A24BA2500, file ""c:\Users\iTreek\Documents\Formation\Othello\pawn_file.py"", line 8>, callcount=18, reccallcount=0, totaltime=4.1000000000000006e-06, inlinetime=4.1000000000000006e-06), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=18, reccallcount=0, totaltime=4.2000000000000004e-06, inlinetime=4.2000000000000004e-06), _lsprof.profiler_subentry(code=<code object place_pawn at 0x0000011A224EBF50, file ""c:\Users\iTreek\Documents\Formation\Othello\board_file.py"", line 14>, callcount=18, reccallcount=0, totaltime=8.78e-05, inlinetime=6.06e-05), _lsprof.profiler_subentry(code=<code object Inverts_pawns at 0x0000011A264D6500, file ""c:\Users\iTreek\Documents\Formation\Othello\engine_file.py"", line 44>, callcount=18, reccallcount=0, totaltime=3.32e-05, inlinetime=2.02e-05), _lsprof.profiler_subentry(code=<code object Count_score at 0x0000011A264D6660, file ""c:\Users\iTreek\Documents\Formation\Othello\engine_file.py"", line 60>, callcount=18, reccallcount=0, totaltime=0.0118432, inlinetime=0.0118432), _lsprof.profiler_subentry(code=<code object Convert_coord_to_string at 0x0000011A24BA2EA0, file ""c:\Users\iTreek\Documents\Formation\Othello\utils.py"", line 12>, callcount=18, reccallcount=0, totaltime=9.11e-05, inlinetime=9.11e-05)]"
30,"<code object update_screen_board at 0x0000011A264DAEA0, file ""c:\Users\iTreek\Documents\Formation\Othello\GUI_pygame.py"", line 54>",18,0,0.0788788,8.690000000000001e-05,"[_lsprof.profiler_subentry(code=<code object draw_pawns at 0x0000011A264AE870, file ""c:\Users\iTreek\Documents\Formation\Othello\GUI_pygame.py"", line 34>, callcount=18, reccallcount=0, totaltime=0.0784205, inlinetime=0.0022035), _lsprof.profiler_subentry(code='<built-in method pygame.event.get>', callcount=18, reccallcount=0, totaltime=0.00037140000000000003, inlinetime=0.00037140000000000003)]"
1,"<code object main_pygame at 0x0000011A224EBB30, file ""c:\Users\iTreek\Documents\Formation\Othello\main.py"", line 102>",1,0,197.00869690000002,8.66e-05,"[_lsprof.profiler_subentry(code=<code object Deroulement_tour_bot at 0x0000011A224DA190, file ""c:\Users\iTreek\Documents\Formation\Othello\main.py"", line 56>, callcount=18, reccallcount=0, totaltime=197.00861030000002, inlinetime=0.00022060000000000002)]"
20,"<code object Make_move at 0x0000011A264D2DF0, file ""c:\Users\iTreek\Documents\Formation\Othello\Player_file.py"", line 79>",18,0,196.88322050000002,7.99e-05,"[_lsprof.profiler_subentry(code=<code object Make_move_exploration at 0x0000011A264D60E0, file ""c:\Users\iTreek\Documents\Formation\Othello\Player_file.py"", line 107>, callcount=18, reccallcount=0, totaltime=196.88314060000002, inlinetime=0.00021520000000000003)]"
27,"<code object Score at 0x0000011A264DA240, file ""c:\Users\iTreek\Documents\Formation\Othello\Exploration_part.py"", line 26>",171,0,7.72e-05,7.72e-05,
31,"<code object __exit__ at 0x0000011A2672BEA0, file ""C:\Users\iTreek\anaconda3\envs\Game\lib\cProfile.py"", line 133>",1,0,8.3e-06,7.6e-06,"[_lsprof.profiler_subentry(code=""<method 'disable' of '_lsprof.Profiler' objects>"", callcount=1, reccallcount=0, totaltime=7.000000000000001e-07, inlinetime=7.000000000000001e-07)]"
43,<method 'disable' of '_lsprof.Profiler' objects>,1,0,7.000000000000001e-07,7.000000000000001e-07,
